Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;380813312;8310784;407441408;0;0;0;0;0;0;0;0;0;0;
2;28870968;385933312;8310784;407441408;7998128;0;0;0;0;0;0;0;0;258252;0;0;0;0;0;0;
3;6172063;386461696;8310784;407441408;764848;0;0;0;0;0;0;0;0;11325;0;0;0;0;0;0;
4;2686688;386461696;8310784;407441408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;2046702;387190784;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;1928311;387928064;8310784;440995840;1220349;0;0;0;0;0;0;0;0;4948;0;0;0;0;0;0;
7;622287;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;614488;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;546066;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;582851;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;578955;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;572573;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;556795;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;543306;387928064;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;556018;388132864;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;536029;388132864;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;592058;388132864;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;585295;388366336;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;641658;388485120;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;575251;388702208;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;543667;389234688;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;559899;389505024;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;572184;389775360;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;589969;389775360;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;571426;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;1025280;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;777976;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;1237488;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;1369455;390000640;8310784;440995840;750823;0;0;0;0;0;0;0;0;5304;0;0;0;0;0;0;
30;590860;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;560655;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;550935;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;569523;390000640;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;571065;390270976;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;589285;390275072;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;545033;390275072;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;576744;390275072;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;562435;390275072;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;588593;390537216;8310784;440995840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
