Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;378888192;9474048;408604672;0;0;0;0;0;0;0;0;0;0;
2;23731491;384081920;9474048;408604672;6469486;0;0;0;0;0;0;0;0;214889;0;0;0;0;0;0;
3;5579878;384622592;9474048;408604672;890117;0;0;0;0;0;0;0;0;4213;0;0;0;0;0;0;
4;2419915;384622592;9474048;408604672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;1882798;385089536;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;899412;385622016;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;1382296;385810432;9474048;442159104;708762;0;0;0;0;0;0;0;0;4447;0;0;0;0;0;0;
8;569343;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;541254;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;543646;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;537190;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;534954;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;556197;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;537065;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;558494;385810432;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;526270;386027520;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;556531;386027520;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;533837;386273280;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;582418;386486272;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;560342;386752512;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;549086;387293184;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;614220;387563520;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;584408;387694592;9474048;442159104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
