Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),filename,original_row_count
2916358830.0,296418809234.0,53318700236800.0,3044466020352.0,61274861801472.0,32187158558.0,0.0,557625722.0,0.0,69840153.0,2524386.0,92709.0,52027762.0,9103853.0,72351063.0,1073424.0,2079759.0,0.0,5098764.0,0.0,67089.0,base-activeLogic_1-Layer_1_1p_300s.csv,67089
2941622450.0,296260166093.0,47343280414720.0,3096029560832.0,61387028709376.0,31885505056.0,0.0,550346502.0,0.0,337227445.0,2384698.0,96556.0,300943225.0,27990515.0,70465958.0,4297280.0,8325980.0,0.0,5103020.0,0.0,67145.0,base-activeLogic_1-Layer_2_1p_300s.csv,67145
2887021690.0,292962779194.0,53647097970688.0,2914614247424.0,59776313917440.0,32678724897.0,0.0,557728403.0,0.0,1669602651.0,2614817.0,97371.0,1547249133.0,113328908.0,70576411.0,16712704.0,32380864.0,0.0,4961584.0,0.0,65284.0,base-activeLogic_1-Layer_4_1p_300s.csv,65284
2932632053.0,296315967747.0,52329327431680.0,3034022350848.0,61306127175680.0,32297098608.0,0.0,550173864.0,0.0,141910889.0,2540447.0,94217.0,118953748.0,14602134.0,72593580.0,2149088.0,4163858.0,0.0,5104084.0,0.0,67159.0,base-activeLogic_2-Layer_1_1p_300s.csv,67159
2652482130.0,296168890441.0,52447294373888.0,3147473657856.0,59212358443008.0,32498122631.0,0.0,559444153.0,0.0,687598095.0,2682569.0,97012.0,621504509.0,54461995.0,70574630.0,8116608.0,15725928.0,0.0,4819236.0,0.0,63411.0,base-activeLogic_2-Layer_2_1p_300s.csv,63411
2896482365.0,292588816268.0,53340830015488.0,3134210125824.0,58928815042560.0,36796112072.0,0.0,551925854.0,0.0,4857695149.0,2888482.0,104053.0,4635725083.0,211457877.0,70013796.0,33442304.0,64794464.0,0.0,4964092.0,0.0,65317.0,base-activeLogic_2-Layer_4_1p_300s.csv,65317
3156114051.0,296409304538.0,50251592028160.0,3313149931520.0,65391169925120.0,31924782872.0,0.0,549386346.0,0.0,19210985.0,2205836.0,87079.0,9064152.0,1850459.0,71599364.0,0.0,0.0,0.0,5331096.0,0.0,70146.0,base-activeLogic_Empty_0_1p_300s.csv,70146
3460340737.0,295945552605.0,37174328983552.0,3350715453440.0,68383569793024.0,32129065195.0,333519.0,650028513.0,0.0,0.0,0.0,0.0,0.0,0.0,71793117.0,0,0,0.0,5587064.0,0.0,73514.0,base_Empty_0_1p_300s.csv,73514
