Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
84;2732079;390647808;9723904;442408960;1856846;0;18650;0;0;0;0;0;0;5082;0;0;0;9;0;0;
85;874930;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
86;856315;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
87;771721;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
88;746507;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
89;728972;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
90;773045;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
91;744550;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
92;824708;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
93;715798;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
94;776537;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
95;742043;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
96;716958;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
97;709046;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
98;740045;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
99;701597;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
100;716078;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
101;696805;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
102;712410;390647808;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
103;1717003;390651904;9723904;442408960;992151;0;18667;0;0;0;0;0;0;4444;0;0;0;9;0;0;
104;733846;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
105;730692;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
106;723445;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
107;712351;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
108;682183;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
109;734195;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
110;673811;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
111;730314;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
112;667174;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
113;692738;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
114;662097;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
115;639419;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
116;676903;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
117;680388;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
118;668018;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
119;692954;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
120;651832;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
121;655903;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
122;690198;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
123;662063;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
124;648120;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
125;658644;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
126;1503489;390651904;9723904;442408960;839268;0;15790;0;0;0;0;0;0;4278;0;0;0;9;0;0;
127;635464;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
128;633046;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
129;658093;390651904;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
130;648618;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
131;650182;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
132;671504;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
133;654979;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
134;666558;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
135;652687;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
136;621540;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
137;665351;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
138;651135;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
139;660391;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
140;646940;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
141;607578;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
142;650765;390897664;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
143;626270;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
144;597002;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
145;635283;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
146;645126;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
147;605431;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
148;643702;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
149;640578;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
150;1441495;391168000;9723904;442408960;800373;0;17259;0;0;0;0;0;0;4006;0;0;0;9;0;0;
151;657382;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
152;633138;391168000;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
153;639044;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
154;613776;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
155;573364;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
156;604722;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
157;1761938;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
158;707824;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
159;599293;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
160;606165;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
161;582141;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
162;594933;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
163;574591;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
164;594269;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
165;619130;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
166;589390;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
167;576347;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
168;598087;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
169;583510;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
170;557143;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
171;562739;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
172;585439;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
173;1251264;391434240;9723904;442408960;646940;0;15478;0;0;0;0;0;0;3550;0;0;0;9;0;0;
174;557063;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
175;581601;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
176;586766;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
177;545863;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
178;553202;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
179;555160;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
180;583217;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
181;586802;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
182;563653;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
