Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Unnamed: 21
10148,1420704,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10149,720657,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10150,4294488,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10151,748785,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10152,1275050,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10153,706526,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10154,1211175,534753280,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10155,1532103,534753280,19173376,487510016,821467,0,24629,0,0,0,0,0,0,3336,378.0,558.0,0.0,76.0,0.0,1.0,
10156,4076324,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10157,1316926,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10158,1164315,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10159,752498,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10160,1182966,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10161,705707,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10162,3948796,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10163,773764,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10164,1329754,536850432,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10165,1559888,536850432,19173376,487510016,854411,0,22937,0,0,0,0,0,0,3169,378.0,558.0,0.0,76.0,0.0,1.0,
10166,1217271,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10167,785202,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10168,4060124,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10169,760114,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10170,1204301,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10171,781418,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10172,1183442,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10173,701781,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10174,3775056,538947584,19173376,487510016,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10175,1406752,538947584,19177472,487514112,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10176,2108348,538947584,19177472,487514112,1329712,0,21530,0,0,0,0,0,0,2724,378.0,558.0,0.0,76.0,0.0,1.0,
10177,760567,538947584,19177472,487514112,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10178,1224255,538947584,19177472,487514112,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10179,783130,538947584,19177472,487514112,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10180,3619683,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10181,758366,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10182,1205125,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10183,715621,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10184,1226314,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10185,744919,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10186,4102147,545239040,19177472,504291328,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10187,1580948,545239040,19177472,504291328,829374,0,25670,0,0,0,0,0,0,3608,378.0,558.0,0.0,76.0,0.0,1.0,
10188,1372602,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10189,704687,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10190,1301058,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10191,703628,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10192,4196609,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10193,734158,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10194,1338382,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10195,701170,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10196,1487719,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10197,707109,547360768,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10198,4749097,547360768,19173376,504287232,3965497,0,21695,0,0,0,0,0,0,3051,378.0,558.0,0.0,76.0,0.0,1.0,
10199,860175,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10200,1425669,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10201,741822,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10202,1273981,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10203,713781,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10204,4163118,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10205,744288,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10206,1298053,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10207,707536,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
