Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Unnamed: 21
9847,7154633,540229632,19636224,487972864,4258447,1319931,208725,0,0,0,0,0,0,17140,567.0,837.0,0.0,19.0,0.0,1.0,
9848,2007478,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,19.0,0.0,1.0,
9849,1154471,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,19.0,0.0,1.0,
9850,2143871,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,19.0,0.0,1.0,
9851,1110635,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,19.0,0.0,1.0,
9852,6920751,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,19.0,0.0,1.0,
9853,4324901,546521088,19636224,487972864,3216266,998636,34994,0,0,0,0,0,0,6648,567.0,837.0,0.0,29.0,0.0,1.0,
9854,1816059,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,29.0,0.0,1.0,
9855,1036737,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,29.0,0.0,1.0,
9856,1925040,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,29.0,0.0,1.0,
9857,985943,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,29.0,0.0,1.0,
9858,6300494,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,29.0,0.0,1.0,
9859,3274987,546521088,19636224,487972864,2249819,968130,25886,0,0,0,0,0,0,13848,567.0,837.0,0.0,39.0,0.0,1.0,
9860,1597969,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,39.0,0.0,1.0,
9861,970971,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,39.0,0.0,1.0,
9862,1609177,546521088,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,39.0,0.0,1.0,
9863,1005784,548618240,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,39.0,0.0,1.0,
9864,5928283,548618240,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,39.0,0.0,1.0,
9865,3327808,548618240,19636224,487972864,2397480,1146344,27103,0,0,0,0,0,0,5197,567.0,837.0,0.0,49.0,0.0,1.0,
9866,1550821,548618240,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,49.0,0.0,1.0,
9867,929438,548618240,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,49.0,0.0,1.0,
9868,1888348,550715392,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,49.0,0.0,1.0,
9869,880047,550715392,19636224,487972864,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,49.0,0.0,1.0,
