filename,Main Thread,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,Chunks,Players,Main Thread_other,ServerFixedUpdate_other,TerrainLogicSystem_other
base-activeLogic_3-Layer_2x_2z_1p_300s.csv,3641354.489143829,425878.4300448541,0.0,7297.162053923502,0.0,9008.520800473187,30.936945485015773,0.22232354100946372,8402.406385548107,518.4715472200315,890.4603583399054,12,1,3215476.059098975,408682.28683211753,56.48359867902218
base-activeLogic_1-Layer_3x_5z_1p_300s.csv,3650692.806912311,421084.26747637324,0.0,7656.278156551544,0.0,11428.801063050309,30.228419209418426,0.18716391589980502,10710.611924543298,632.9311501061809,905.1341231697776,15,1,3229608.5394359375,401094.0541336016,54.84240527551265
base-activeLogic_1-Layer_4x_4z_1p_300s.csv,3661194.6464020163,439160.3025101053,0.0,7463.297769349768,0.0,13762.711649782923,30.66057437995908,0.24519686611108338,12834.852662308498,841.0651978641649,932.5430660212586,16,1,3222034.343891911,417001.75002495135,55.88801836418861
base-activeLogic_2-Layer_3x_3z_1p_300s.csv,3764712.0917934678,459838.6538613357,0.0,7695.169542242313,0.0,17694.280919335328,33.800089132234035,0.25462532628764245,16582.000229197172,1015.4966066085185,939.3311389826192,18,1,3304873.437932132,433509.8722607755,62.7293690711158
base-activeLogic_1-Layer_4x_5z_1p_300s.csv,3526133.360615186,398424.62983676296,0.0,7175.313388781339,0.0,15411.490834349084,27.899237589923757,0.1890370689037069,14327.717561721756,1004.1217944121795,827.8819817881982,20,1,3127708.730778423,375009.94363184436,51.56320355632124
base-activeLogic_1-Layer_4x_6z_1p_300s.csv,3893239.9119753675,490251.0324162174,0.0,8852.969248863516,0.0,28064.635519082356,37.61927793635691,0.27394544877894067,26572.698805370546,1383.4732265567184,1096.764734644254,24,1,3402988.87955915,452236.6629136272,70.57026376995418
base-activeLogic_1-Layer_5x_5z_1p_300s.csv,3575618.8115674364,415324.35500607535,0.0,7050.270024301337,0.0,24018.82945321993,30.976792223572296,0.16574726609963547,22776.09466585662,1152.6112150668287,822.8294289185906,25,1,3160294.456561361,383432.4260996355,58.98103280680516
base-activeLogic_3-Layer_3x_3z_1p_300s.csv,3689521.686737662,451074.9805615551,0.0,7467.2911147455025,0.0,30047.585050999387,33.03674203173573,0.22947852033109029,28585.043271451577,1363.8764279204484,898.2715764241751,27,1,3238446.7061761073,412661.83281938604,65.39913107529355
base-activeLogic_1-Layer_5x_6z_1p_300s.csv,3690354.8981802207,453371.1499121486,0.0,7798.980697791165,0.0,35001.26462098394,33.317557730923696,0.24274598393574298,33401.48998493976,1501.3573042168675,896.2331325301204,30,1,3236983.748268072,409674.67146084335,64.85702811244846
base-activeLogic_2-Layer_4x_4z_1p_300s.csv,3787071.8433551453,481982.4715091442,0.0,7798.823311521534,0.0,40591.99648946193,36.86685768123798,0.22284172893999818,38874.02579987352,1610.7011912597927,923.2040371187775,32,1,3305089.371846001,432668.44767104194,70.17979891844152
base-activeLogic_1-Layer_6x_6z_1p_300s.csv,3827010.761694593,508556.2627035894,0.0,8044.835188584671,0.0,55877.550951060424,43.069640276530095,0.261492793813225,53658.1250244112,2098.0277832024894,1009.7953104453906,36,1,3318454.4989910033,443624.0812534989,78.06701037639141
base-activeLogic_2-Layer_4x_5z_1p_300s.csv,3635884.5846151947,454192.73479667166,0.0,7698.763018197082,0.0,49876.32641169354,35.363324362361425,0.23299424705562827,47927.74311745389,1846.3586948470409,906.2371052566604,40,1,3181691.849818523,395711.4082615244,66.6282807831958
base-activeLogic_3-Layer_3x_5z_1p_300s.csv,3684733.249456915,477908.054570651,0.0,7615.782865989163,0.0,66282.86198157257,37.25732228020674,0.22207795450573048,63807.37510299883,2364.6779570026715,877.8264750680416,45,1,3206825.194886264,403131.5832480212,73.3295213363599
base-activeLogic_3-Layer_4x_4z_1p_300s.csv,3711130.2498834147,476960.78797847265,0.0,7170.874087798238,0.0,71758.24332942614,37.862656129869805,0.2739819261163837,69125.21926872613,2519.3365599122776,846.6347789919462,48,1,3234169.461904942,397185.03578225634,75.55086273174675
base-activeLogic_2-Layer_5x_5z_1p_300s.csv,3888717.0855935,555945.3642248497,0.0,8076.6737697338,0.0,106949.76119955083,52.061813858246914,0.3809762864125768,103246.86384833873,3550.6892397120023,982.2765836581016,50,1,3332771.7213686504,439936.652671907,99.76532135544403
base-activeLogic_3-Layer_3x_6z_1p_300s.csv,3776235.31114559,532661.2756776857,0.0,7925.905957479547,0.0,112213.04902161927,47.98463826840715,0.3416125971328187,108582.34100992486,3487.734183058498,853.3765034749827,54,1,3243574.0354679045,411668.9441951119,94.64757777037448
base-activeLogic_2-Layer_5x_6z_1p_300s.csv,3742705.964540904,541181.0209901545,0.0,7840.996790340453,0.0,135150.64785449544,47.282462776864975,0.38045928699705783,130925.10689949435,4075.6627946964195,917.1471348693847,60,1,3201524.9435507497,397272.22921044915,102.21523824080941
