filename,Main Thread,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,Chunks,Players,Main Thread_other,ServerFixedUpdate_other,TerrainLogicSystem_other
base_Empty_0x_0z_1p_300s.csv,3634910.4816217474,415621.9328234732,3.8727678297851478,7576.548614430513,0.0,0.0,0.0,0.0,0.0,0.0,895.5760439264135,0,1,3219288.5487982742,407145.9353972865,0.0
base-activeLogic_Empty_0x_0z_1p_300s.csv,3685743.644834395,422079.3504961315,0.0,7387.0316431330175,0.0,130.30265886765272,31.485053959738213,0.19092681594078711,34.28167107534493,6.01218285458813,839.75525005278,0,1,3263664.2943382636,413722.2609440781,58.33282416204065
base-activeLogic_1-Layer_1x_1z_1p_300s.csv,3697191.75489144,432305.8114050412,0.0,7667.132555527826,0.0,664.0189668080859,31.894958822061394,0.2159221362615423,512.3407536810581,61.517319690541555,926.3482655353132,1,1,3264885.9434863986,423048.31161717,58.05001247816335
base-activeLogic_2-Layer_1x_1z_1p_300s.csv,3739364.8835517843,440930.9274439983,0.0,7582.796840669747,0.0,1247.0403187110135,32.15325655984039,0.21595070333611133,1041.7319746445437,112.3862540091421,873.3363512387302,2,1,3298433.956107786,431227.7539333788,60.552882794151174
base-activeLogic_3-Layer_1x_1z_1p_300s.csv,3592498.38250237,412913.0435009845,0.0,7527.551462187325,0.0,2136.8831100955344,31.638160293652916,0.18200160439507013,1901.1565257554028,148.61253859056325,838.6648637479641,3,1,3179585.3390013855,402409.94406495366,55.293883851520604
base-activeLogic_1-Layer_2x_2z_1p_300s.csv,3712567.297399397,439298.4420649713,0.0,7650.730783183018,0.0,2861.937768159814,30.781494314699223,0.18609509275358693,2581.8325807137585,190.80457325844665,937.7740890384399,4,1,3273268.855334426,427847.99942459003,58.33302478015594
base-activeLogic_1-Layer_1x_5z_1p_300s.csv,3574923.85792523,409576.3952308349,0.0,7720.3275355247915,0.0,3522.1099469415135,30.950137220223212,0.2066597548332012,3193.357736171251,237.95324754528266,924.855473562237,5,1,3165347.4626943953,397409.10227480636,59.642166249923775
base-activeLogic_1-Layer_1x_6z_1p_300s.csv,3541919.319852676,398432.1567246816,0.0,7499.697467562168,0.0,3849.954731470114,28.65148889049373,0.19574637105510218,3506.892034375677,261.01163910353625,851.9174189355095,6,1,3143487.163127994,386230.5871067138,53.20382272935149
base-activeLogic_2-Layer_2x_2z_1p_300s.csv,3611220.8987727817,415537.6381169639,0.0,7152.927562397834,0.0,5517.322370507722,29.51571229902164,0.23513553077805158,4917.04470929807,422.69740405494423,872.8860492351233,8,1,3195683.2606558176,401994.50213482324,147.82940932490783
base-activeLogic_1-Layer_3x_3z_1p_300s.csv,3602619.9313300024,408346.4293303186,0.0,7045.7871582607,0.0,6216.994213680512,29.60400179910774,0.23159865310042183,5765.028834348371,368.47960808625993,826.7373910506547,9,1,3194273.5019996837,394256.9105673267,53.65017079367317
base-activeLogic_1-Layer_2x_5z_1p_300s.csv,3651110.8604558725,419675.31913545745,0.0,7898.431488727409,0.0,7815.401428482703,30.53950686292777,0.240829762126576,7258.419352835228,470.07010744674244,912.1099434817713,10,1,3231435.541320415,403049.3762747656,56.1316315756776
