timestamp,cpu_percent,rss
1722270948.8184721,85.7,24433766400
1722270949.8191001,84.7,24467910656
1722270950.8200517,85.3,24636960768
1722270951.8209944,85.6,24695336960
1722270952.8218925,85.6,24582172672
1722270953.8236904,87.1,24606380032
1722270954.8244991,86.5,24801673216
1722270955.825379,87.1,24742842368
1722270956.8266816,88.8,24944504832
1722270957.8278584,88.4,25060859904
1722270958.8288734,88.5,25003208704
1722270959.83031,89.3,25234706432
1722270960.831878,89.8,25235853312
1722270961.8326397,89.9,25367977984
1722270962.833771,91.8,25572073472
1722270963.8358388,92.4,25829126144
1722270964.8365169,92.1,26378514432
1722270965.837758,93.2,27190689792
1722270966.8386,94.2,27540414464
1722270967.8393538,94.4,28292673536
1722270968.8403695,94.1,29072306176
1722270969.8418686,95.8,29572255744
1722270970.842892,94.4,30189703168
1722270971.8439455,95.0,30737330176
1722270972.844598,96.5,31460884480
1722270973.8454714,96.6,31669932032
1722270974.8464918,96.2,32236929024
1722270975.847599,96.7,32892354560
1722270976.8486106,96.3,33312534528
1722270977.849959,96.4,33987137536
1722270978.8505476,96.9,34387632128
1722270979.8514805,97.0,34876293120
1722270980.8523366,96.6,35403395072
1722270981.8531587,97.0,35947024384
1722270982.8539643,97.2,36501311488
1722270983.855216,96.9,37228957696
1722270984.8560925,97.2,37605199872
1722270985.8567119,97.1,38205718528
1722270986.8577468,97.4,38696112128
1722270987.858436,97.6,39029522432
1722270988.8595927,97.7,39578677248
1722270989.8608482,97.0,39884840960
1722270990.8615525,97.4,39987380224
1722270991.862363,97.8,40322744320
1722270992.8634307,97.7,40512712704
1722270993.864236,97.3,40778297344
1722270994.8651218,97.5,40948178944
1722270995.8662345,97.6,40851492864
1722270996.8668022,97.8,40951615488
1722270997.8674839,97.7,40913874944
1722270998.8683417,98.0,40962506752
1722270999.869286,97.5,40990560256
1722271000.869902,98.2,41005387776
1722271001.8704367,98.2,40862629888
1722271002.871073,97.5,40977899520
1722271003.8719094,96.8,40927342592
1722271004.872923,96.8,40957399040
1722271005.8744993,97.1,40972132352
1722271006.8765469,96.9,40924700672
1722271007.8779118,97.1,40934125568
1722271008.878977,97.7,40915415040
1722271009.880416,97.4,40933212160
1722271010.881344,97.4,40860139520
1722271011.882051,97.1,40937459712
1722271012.882978,96.7,40887062528
1722271013.883865,96.7,40943886336
1722271014.884779,96.3,40926298112
1722271015.8859053,97.2,40919519232
1722271016.8866394,97.5,40897208320
1722271017.8873577,97.8,41066360832
1722271018.8880951,97.7,40953409536
1722271019.889435,96.9,41020391424
1722271020.890478,96.9,40898056192
1722271021.8911908,97.3,40928743424
1722271022.891972,97.3,40931164160
1722271023.8927755,97.5,40913367040
1722271024.8936355,96.9,41096187904
1722271025.8944008,97.3,40964763648
1722271026.8953671,97.2,40892354560
1722271027.8959472,97.4,40919691264
1722271028.896622,97.3,40999923712
1722271029.8973825,96.8,40870408192
1722271030.8981657,97.4,41013366784
1722271031.8988883,97.5,40867028992
1722271032.8994238,97.4,40985612288
1722271033.9002788,97.4,41070309376
1722271034.900897,97.3,40984322048
1722271035.9016523,97.4,41012432896
1722271036.90241,97.5,41066774528
1722271037.9032624,97.2,40994332672
1722271038.9038968,97.1,41066401792
1722271039.9052052,96.4,40927236096
1722271040.906287,97.3,40939282432
1722271041.907527,96.9,40937910272
1722271042.9083478,96.8,40973262848
1722271043.9090981,97.5,40884924416
1722271044.9098353,97.0,40913756160
1722271045.9107993,97.7,41107324928
1722271046.9114833,97.6,41026990080
1722271047.9128473,97.4,40924577792
1722271048.913464,97.3,40940154880
1722271049.914364,97.2,40945172480
1722271050.9152079,97.3,40908713984
1722271051.9160569,97.3,40992407552
1722271052.9171867,97.0,41010098176
1722271053.918153,97.2,41018482688
1722271054.9191334,96.9,40922816512
1722271055.9200473,96.8,40844804096
1722271056.921044,96.3,41043439616
1722271057.9222605,97.1,40957845504
1722271058.923156,96.4,40894709760
1722271059.9239705,96.6,40971157504
1722271060.9247782,97.2,41025880064
1722271061.9256363,97.2,40939679744
1722271062.92647,97.0,41032097792
1722271063.9271917,97.2,41006776320
1722271064.927982,97.0,40913768448
1722271065.9287689,96.5,40984875008
1722271066.9294298,96.8,41105285120
1722271067.9302921,96.9,40900464640
1722271068.931479,96.8,40975859712
1722271069.9338868,97.0,41058504704
1722271070.9349577,97.0,40990322688
1722271071.9362178,96.9,40919384064
1722271072.937603,96.5,41068290048
1722271073.9383786,97.0,40917729280
1722271074.9392285,96.8,40931958784
1722271075.940332,96.6,41260388352
1722271076.9414344,96.1,40999677952
1722271077.9422216,96.6,41044348928
1722271078.942978,97.0,41049878528
1722271079.9439793,96.9,40922144768
1722271080.9447246,96.4,41000235008
1722271081.9457197,95.5,41028157440
1722271082.9463594,96.5,41072508928
1722271083.9470563,96.8,41283862528
1722271084.9477797,97.0,40984735744
1722271085.94846,96.9,40888336384
1722271086.9491825,96.5,40951513088
1722271087.9502683,96.6,40916410368
1722271088.951245,96.6,40952897536
1722271089.9522252,96.8,40933437440
1722271090.9529595,96.9,41123885056
1722271091.9536445,96.7,40958193664
1722271092.954268,96.5,40999596032
1722271093.955318,96.7,40968335360
1722271094.9565182,96.6,40919109632
1722271095.957209,96.4,41094017024
1722271096.9581075,96.5,40939958272
1722271097.959255,96.7,41054212096
1722271098.959897,96.4,41017610240
1722271099.9609578,96.6,40913715200
1722271100.9618309,96.4,40981557248
1722271101.962854,96.6,41087979520
1722271102.9638767,96.4,40950579200
1722271103.96454,96.6,41111019520
1722271104.9652724,96.5,40921788416
1722271105.9661515,96.5,41132781568
1722271106.967819,95.8,41073647616
1722271107.9688556,96.2,40966414336
1722271108.969807,96.6,40979886080
1722271109.9706917,96.8,41006551040
1722271110.971433,96.1,41084825600
