timestamp,cpu_percent,rss
1721942034.5497239,0.0,1212862464
1721942035.5505488,0.4,1232302080
1721942036.5514178,2.1,1242091520
1721942037.5521128,3.2,1266372608
1721942038.5528963,3.2,1295691776
1721942039.5537386,3.2,1324654592
1721942040.5545516,5.7,1357336576
1721942041.5551488,3.2,1317126144
1721942042.5558803,3.1,1317249024
1721942043.5564616,3.1,1317076992
1721942044.5570168,3.2,1317195776
1721942045.557606,3.6,1448263680
1721942046.5584252,9.2,1700478976
1721942047.5589616,17.4,1974886400
1721942048.5595086,20.7,2117664768
1721942049.5600195,18.3,2151407616
1721942050.5605319,18.7,2150641664
1721942051.561097,18.2,2151800832
1721942052.5616443,17.7,2192601088
1721942053.56217,18.2,2194247680
1721942054.562723,18.2,2215616512
1721942055.5632715,17.3,2232147968
1721942056.563804,15.2,2234634240
1721942057.564348,15.6,2276634624
1721942058.5649135,14.6,2276499456
1721942059.5654147,14.3,2276818944
1721942060.5659437,14.1,2310516736
1721942061.5664206,14.7,2310873088
1721942062.5668197,14.0,2329612288
1721942063.5675404,14.2,2346639360
1721942064.5682387,16.0,2347134976
1721942065.5686777,13.8,2394415104
1721942066.569333,14.3,2396131328
1721942067.5701041,14.2,2398285824
1721942068.5707285,13.0,2431901696
1721942069.5712852,14.3,2431774720
1721942070.5718577,13.3,2443669504
1721942071.5724485,11.5,2458603520
1721942072.5729852,13.3,2458378240
1721942073.5735376,11.5,2495496192
1721942074.5742567,12.4,2496512000
1721942075.574833,11.4,2491019264
1721942076.5753982,11.7,2536902656
1721942077.5759993,11.9,2537472000
1721942078.5766687,11.9,2555650048
1721942079.577281,11.5,2576556032
1721942080.577825,12.0,2581016576
1721942081.5783536,11.2,2610655232
1721942082.578899,11.1,2610946048
1721942083.5794525,11.3,2610548736
1721942084.5800114,11.8,2659983360
1721942085.580588,11.2,2655027200
1721942086.5810955,11.5,2683310080
1721942087.5818,11.2,2702245888
1721942088.582347,11.7,2704470016
1721942089.5830112,11.3,2748129280
1721942090.5836327,11.9,2747932672
1721942091.584233,11.3,2747740160
1721942092.584777,10.1,2781548544
1721942093.5854974,11.1,2781548544
1721942094.5859823,11.6,2811035648
1721942095.5867383,11.5,2825461760
1721942096.5874233,11.5,2825207808
1721942097.5878968,11.1,2869202944
1721942098.5884533,12.3,2869202944
1721942099.5889676,11.9,2869071872
1721942100.589595,10.8,2906943488
1721942101.5903132,11.3,2906611712
1721942102.5908382,11.1,2935545856
1721942103.5913897,11.7,2948124672
1721942104.5919232,10.6,2948239360
1721942105.5925267,11.0,2982047744
1721942106.5932963,11.3,2982047744
1721942107.593985,10.9,2982047744
1721942108.59454,11.3,3015856128
1721942109.595097,10.9,3015983104
1721942110.5956595,10.7,3036712960
1721942111.596285,11.0,3049295872
1721942112.5970087,11.0,3049402368
1721942113.5975442,10.2,3082948608
1721942114.5980883,11.6,3083296768
1721942115.598805,11.1,3083055104
1721942116.5993118,10.7,3116785664
1721942117.5998611,11.3,3117420544
1721942118.600397,11.3,3138703360
1721942119.6009421,11.0,3151540224
1721942120.6015086,11.5,3151413248
1721942121.6021068,11.0,3184951296
1721942122.6026328,10.6,3188318208
1721942123.6032047,9.7,3196579840
1721942124.603758,10.5,3230261248
1721942125.6043732,11.1,3230134272
1721942126.6048903,10.2,3251232768
1721942127.6056552,11.4,3263926272
1721942128.6064615,10.6,3263672320
1721942129.6071286,11.0,3297075200
1721942130.6078017,10.7,3297001472
1721942131.6083677,10.0,3296874496
1721942132.6090934,10.9,3330174976
1721942133.6098685,10.8,3330129920
1721942134.610423,11.0,3357364224
1721942135.6110039,11.4,3371786240
1721942136.6116035,11.5,3371786240
1721942137.612212,11.1,3415994368
1721942138.6127925,10.7,3415994368
1721942139.6134124,10.8,3415740416
1721942140.6140351,10.9,3459907584
1721942141.6145988,12.4,3459907584
1721942142.6152563,11.5,3491291136
1721942143.6157932,12.2,3503742976
1721942144.6163385,12.7,3503689728
1721942145.6168733,11.9,3547729920
1721942146.6174939,12.7,3547602944
1721942147.6180165,10.9,3547602944
1721942148.6185806,11.2,3595808768
1721942149.6191874,12.0,3598028800
1721942150.6197236,12.6,3621003264
1721942151.6202414,11.4,3642097664
1721942152.6208856,13.2,3642064896
1721942153.6214266,12.4,3679559680
1721942154.6219702,12.2,3679289344
1721942155.6225667,11.6,3679289344
1721942156.6230497,11.8,3720978432
1721942157.6238115,10.9,3721424896
1721942158.6243696,10.1,3742507008
1721942159.6248784,10.6,3754938368
1721942160.6254416,11.6,3768025088
1721942161.6260393,10.8,3795468288
1721942162.6265726,9.9,3799363584
1721942163.6271617,10.5,3799236608
1721942164.62779,10.6,3834888192
1721942165.6283405,10.6,3834859520
1721942166.628921,10.0,3855704064
1721942167.6294923,10.9,3868413952
1721942168.6300325,11.5,3868286976
1721942169.630581,10.9,3901710336
1721942170.6311066,10.5,3901456384
1721942171.631824,10.8,3907620864
1721942172.6323824,11.1,3941048320
1721942173.6329544,11.0,3940683776
1721942174.633653,11.5,3961356288
1721942175.6341298,10.9,3973808128
1721942176.634684,10.7,3973541888
1721942177.6351984,11.5,4006965248
1721942178.6358435,11.2,4006965248
1721942179.6363916,10.6,4006711296
1721942180.6368625,10.5,4050608128
1721942181.6374013,11.8,4050608128
1721942182.6379702,10.0,4094877696
1721942183.638826,9.9,4105363456
1721942184.6392617,10.1,4105129984
1721942185.6399112,9.7,4159533056
1721942186.640589,11.0,4159279104
1721942187.6411097,10.8,4160303104
1721942188.6416771,10.0,4195819520
1721942189.6422381,11.4,4195811328
1721942190.6428373,11.2,4225159168
1721942191.6433897,10.1,4229099520
1721942192.6439002,11.3,4228964352
1721942193.6444952,10.5,4271161344
1721942194.6451004,10.5,4271034368
1721942195.6459677,9.6,4271067136
1721942196.6466863,8.9,4304494592
1721942197.6472723,10.0,4304285696
1721942198.6479592,9.4,4333518848
1721942199.6485202,10.0,4337586176
1721942200.6492627,11.5,4340191232
1721942201.6498377,10.1,4373745664
1721942202.650451,10.9,4373483520
1721942203.6511028,10.7,4373442560
1721942204.6517148,11.6,4407250944
1721942205.6524284,11.5,4407123968
1721942206.6529617,11.7,4436484096
1721942207.6535218,11.2,4440424448
1721942208.65404,11.3,4440363008
1721942209.6545882,11.8,4476014592
1721942210.6552114,10.8,4475674624
1721942211.655841,11.6,4475564032
1721942212.6563842,11.1,4517429248
1721942213.657089,11.7,4506566656
1721942214.6577494,10.4,4530659328
1721942215.6583118,10.1,4542541824
1721942216.658905,10.6,4534706176
1721942217.6596932,11.1,4577406976
1721942218.6602683,11.5,4578185216
1721942219.6609912,10.8,4578304000
1721942220.661562,11.2,4611276800
1721942221.6622894,11.2,4611145728
1721942222.6628208,10.5,4645732352
1721942223.6633792,10.5,4655943680
1721942224.6641092,11.5,4663885824
1721942225.6646297,10.7,4693946368
1721942226.665342,11.3,4701585408
1721942227.66592,10.3,4701585408
1721942228.6665592,10.2,4743675904
1721942229.6670914,11.1,4743909376
1721942230.6676714,10.8,4767551488
1721942231.6683443,10.3,4787249152
1721942232.6688857,10.1,4786212864
1721942233.6696215,10.0,4829786112
1721942234.67018,11.1,4828381184
1721942235.6706944,9.6,4812906496
1721942236.6714752,10.2,4848111616
1721942237.6721053,9.9,4861460480
1721942238.6727579,10.1,4876013568
1721942239.6733468,10.2,4894126080
1721942240.6739347,9.7,4893708288
1721942241.6745539,9.9,4927467520
1721942242.6750832,11.4,4927340544
1721942243.6755738,10.5,4926959616
1721942244.6761224,10.3,4960260096
1721942245.6766443,11.4,4960632832
1721942246.677203,10.3,4991836160
1721942247.6777933,11.3,4996292608
1721942248.6783838,11.6,4996157440
1721942249.6789355,11.6,5038235648
1721942250.6796167,11.5,5037842432
1721942251.6801405,10.7,5037842432
1721942252.6806872,9.7,5055823872
1721942253.681446,10.3,5071482880
1721942254.6822515,9.8,5100896256
1721942255.682784,11.2,5105184768
1721942256.6833248,10.2,5105184768
1721942257.683872,9.7,5124943872
1721942258.6845076,9.7,5124886528
1721942259.685168,11.0,5133529088
1721942260.6856873,11.0,5175595008
1721942261.686288,11.8,5167460352
1721942262.686928,11.3,5220003840
1721942263.6875477,11.7,5230321664
1721942264.688048,11.2,5230190592
1721942265.6885693,11.4,5274345472
1721942266.6890435,11.7,5274468352
1721942267.6896162,11.8,5274460160
1721942268.6901815,9.5,5318647808
1721942269.6909635,8.9,5318668288
1721942270.691792,9.7,5343993856
1721942271.6927242,9.2,5352128512
1721942272.693532,9.8,5352370176
1721942273.6940637,10.6,5396271104
1721942274.6946611,9.7,5396754432
1721942275.6954784,9.6,5396881408
1721942276.6960866,10.0,5432270848
1721942277.696662,11.4,5433536512
1721942278.6972013,10.5,5462970368
1721942279.6977506,10.7,5467275264
1721942280.6984758,12.0,5477752832
1721942281.6990004,10.7,5511335936
1721942282.6996138,10.0,5511307264
1721942283.700196,10.4,5510848512
1721942284.7006946,10.4,5544521728
1721942285.7012432,11.3,5544394752
1721942286.7017586,10.7,5577314304
1721942287.7023904,10.9,5585702912
1721942288.702931,10.6,5585620992
1721942289.7036526,10.2,5629468672
1721942290.7041636,10.6,5629214720
1721942291.7046967,9.6,5629104128
1721942292.7052643,10.3,5666852864
1721942293.7058089,11.2,5659992064
1721942294.7063732,10.4,5699584000
1721942295.7069554,10.1,5703651328
1721942296.7075305,10.6,5693165568
1721942297.7080562,10.7,5735108608
1721942298.7086446,10.4,5745721344
1721942299.709192,10.0,5745594368
1721942300.7098453,9.7,5783187456
1721942301.710653,10.2,5783162880
1721942302.711343,11.1,5812502528
1721942303.7121205,10.0,5827145728
1721942304.7126768,9.9,5827018752
1721942305.7132533,10.1,5871058944
1721942306.7139127,11.4,5870817280
1721942307.714449,10.4,5870559232
1721942308.714991,10.0,5893627904
1721942309.7157097,10.8,5892706304
1721942310.7162755,9.8,5930774528
1721942311.716818,10.1,5938782208
1721942312.7173736,10.7,5928169472
1721942313.7179005,10.2,5980471296
1721942314.7184646,10.9,5970239488
1721942315.7189722,9.1,5980450816
1721942316.7196019,9.6,6003011584
1721942317.7201247,10.0,6002630656
1721942318.7206278,10.1,6031822848
1721942319.72118,9.3,6035636224
1721942320.7217739,10.8,6046060544
1721942321.7222905,10.3,6081961984
1721942322.7229264,10.9,6071222272
1721942323.723712,10.9,6081581056
1721942324.724447,10.1,6123638784
1721942325.7249725,9.9,6113153024
1721942326.7255132,10.6,6148550656
1721942327.7260861,10.0,6148296704
1721942328.7266457,9.9,6158782464
1721942329.7272038,10.2,6202929152
1721942330.727915,9.7,6202675200
1721942331.728686,10.6,6192570368
1721942332.7293146,10.2,6241112064
1721942333.7299678,10.2,6265901056
1721942334.730572,10.5,6272638976
1721942335.7312114,10.1,6282465280
1721942336.7317693,9.9,6284435456
1721942337.7324934,9.7,6306656256
1721942338.7330987,10.5,6319292416
1721942339.7337852,10.6,6306467840
1721942340.734403,9.6,6352187392
1721942341.7349498,10.1,6338932736
1721942342.7357044,10.4,6407544832
1721942343.7363832,8.6,1732898816
1721942344.7369945,6.0,1732898816
1721942345.7377377,6.3,1732898816
1721942346.7384994,6.9,1745297408
