Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
81144,34118254,23734390784,93503488,79548977152,29462814,0,1115813,518602,0,0,0,0,0,5660,0.0,0.0,0.0,8364.0,0.0,4.0
81145,16438188,23734390784,93503488,79548977152,13082364,0,2204684,1009143,0,0,0,0,0,9919,0.0,0.0,0.0,8364.0,0.0,4.0
81146,15701376,23734390784,93503488,79548977152,10095554,0,1123066,421611,0,0,0,0,0,5620,0.0,0.0,0.0,8364.0,0.0,4.0
81147,13905508,23734657024,93503488,79548977152,9182000,0,1110202,397987,0,0,0,0,0,6181,0.0,0.0,0.0,8364.0,0.0,4.0
81148,5099022,23734657024,93503488,79548977152,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81149,10058614,23734657024,93503488,79548977152,5704298,0,1112246,453691,0,0,0,0,0,5240,0.0,0.0,0.0,8364.0,0.0,4.0
81150,5239315,23734657024,93503488,79548977152,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81151,13019046,23738986496,93495296,79565746176,8478882,0,1111264,268643,0,0,0,0,0,6251,0.0,0.0,0.0,8364.0,0.0,4.0
81152,5443980,23739248640,93495296,79565746176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81153,10429970,23739248640,93495296,79565746176,5193560,0,1112246,266530,0,0,0,0,0,6191,0.0,0.0,0.0,8364.0,0.0,4.0
81154,5009335,23739248640,93495296,79565746176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81155,11642524,23739506688,93495296,79565746176,6928383,0,1113839,283983,0,0,0,0,0,6412,0.0,0.0,0.0,8364.0,0.0,4.0
81156,5004686,23739506688,93495296,79565746176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81157,9647794,23739506688,93495296,79565746176,5393154,0,1111935,254848,0,0,0,0,0,6492,0.0,0.0,0.0,8364.0,0.0,4.0
81158,5064718,23739764736,93495296,79565746176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8364.0,0.0,4.0
81159,11561873,23739764736,93495296,79565746176,7272900,0,1112416,261691,0,0,0,0,0,5791,0.0,0.0,0.0,8364.0,0.0,4.0
