Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
88276,10225256,23156830208,106381312,79729627136,5448307,0,1120131,275717,0,0,0,0,0,6212,0.0,8364.0,0.0,4.0
88277,6623050,23171510272,106381312,79729627136,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88278,9435125,23171510272,106385408,79729631232,5205943,0,1124409,232246,0,0,0,0,0,6602,0.0,8364.0,0.0,4.0
88279,5214619,23171510272,106385408,79729631232,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88280,9321621,23171510272,106389504,79729635328,5193470,0,1119299,218550,0,0,0,0,0,6112,0.0,8364.0,0.0,4.0
88281,5280954,23171510272,106389504,79729635328,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88282,4188976,23126872064,61652992,79684898816,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88283,10751934,23126872064,61652992,79684898816,5491378,0,1114901,250921,0,0,0,0,0,6152,0.0,8364.0,0.0,4.0
88284,4053612,23126872064,61652992,79684898816,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88285,10794123,23126872064,61652992,79684898816,5555539,0,1120221,351910,0,0,0,0,0,5460,0.0,8364.0,0.0,4.0
88286,3989612,23126872064,61652992,79684898816,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88287,10887859,23127134208,61652992,79684898816,5610011,0,1130710,348553,0,0,0,0,0,6322,0.0,8364.0,0.0,4.0
88288,4075754,23127130112,61648896,79684894720,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88289,5196816,23127130112,61648896,79684894720,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88290,10344149,23127130112,61648896,79684894720,5985856,0,1125962,339237,0,0,0,0,0,5510,0.0,8364.0,0.0,4.0
88291,5259724,23127130112,61648896,79684894720,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88292,9409346,23127130112,61648896,79684894720,5414104,0,1112346,224340,0,0,0,0,0,6492,0.0,8364.0,0.0,4.0
88293,5248653,23127130112,61648896,79684894720,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
88294,9756798,23127130112,61652992,79684898816,5720037,0,1116253,366006,0,0,0,0,0,6321,0.0,8364.0,0.0,4.0
88295,55670814,23128313856,61652992,79684898816,0,0,0,0,0,0,0,0,0,0,0.0,8364.0,0.0,4.0
