timestamp,cpu_percent,rss
1722167654.8954837,66.7,18634207232
1722167655.895904,71.1,18727108608
1722167656.8967922,72.2,18682527744
1722167657.8973572,74.8,18761179136
1722167658.8980663,73.6,18837901312
1722167659.898784,74.0,18844196864
1722167660.8998778,75.7,18883497984
1722167661.9005036,75.4,18963046400
1722167662.9013255,75.5,18985684992
1722167663.9019513,77.4,19030859776
1722167664.9026163,77.1,19230441472
1722167665.9032493,76.5,19354836992
1722167666.90433,79.0,19517378560
1722167667.9049914,83.3,19718017024
1722167668.905578,83.7,20208054272
1722167669.906322,81.8,20240035840
1722167670.9069276,86.7,20554645504
1722167671.90753,86.6,20746498048
1722167672.908367,83.8,20967858176
1722167673.9096115,86.2,21232500736
1722167674.9103627,87.4,21474316288
1722167675.910982,87.0,21996007424
1722167676.9116168,88.3,22096453632
1722167677.9124267,88.8,22247194624
1722167678.9131224,88.1,22558470144
1722167679.9137185,88.2,22834511872
1722167680.9146345,92.0,23208407040
1722167681.9154677,90.8,23399346176
1722167682.9165123,90.9,23636705280
1722167683.9171448,90.8,24024301568
1722167684.917679,90.9,24261242880
1722167685.9182768,90.8,24519778304
1722167686.9197965,92.2,24736178176
1722167687.9207659,92.3,25026949120
1722167688.921477,91.3,25216888832
1722167689.9225354,92.3,25481940992
1722167690.9232578,92.8,25579257856
1722167691.9241788,92.7,25829310464
1722167692.9250715,91.4,25834061824
1722167693.926064,91.1,25858719744
1722167694.9268773,90.6,25818443776
1722167695.9276047,91.0,25774403584
1722167696.9288921,91.1,25807032320
1722167697.9303184,91.9,25824100352
1722167698.930829,90.1,25916887040
1722167699.9313562,91.5,25832706048
1722167700.931911,91.2,25938612224
1722167701.9327078,91.0,25828540416
1722167702.9333525,90.7,25823174656
1722167703.9342868,90.7,25813606400
1722167704.9349194,90.8,25701314560
1722167705.9356258,91.1,25798832128
1722167706.9363368,91.3,25697095680
1722167707.9371705,90.5,25833521152
1722167708.9381185,90.9,25774055424
1722167709.9391716,91.2,25745780736
1722167710.940094,90.8,25764622336
1722167711.940694,91.0,25791389696
1722167712.9413342,90.9,25760858112
1722167713.9419904,91.0,25777889280
1722167714.942633,90.9,25783525376
1722167715.9434848,90.1,25771053056
1722167716.94448,90.0,25767370752
1722167717.945134,90.5,25746493440
1722167718.9459617,90.2,25887641600
1722167719.9470387,89.9,25802604544
1722167720.9480953,90.1,25792438272
1722167721.9493387,90.3,25877176320
1722167722.9500377,91.1,25770213376
1722167723.951222,90.1,25852571648
1722167724.9529781,90.4,25794355200
1722167725.9536998,90.6,25883582464
1722167726.954403,90.3,25777119232
1722167727.9549656,91.1,25774739456
1722167728.9557965,90.1,25765199872
1722167729.9567816,89.7,25754636288
1722167730.9576037,89.9,25628078080
1722167731.958319,90.0,25673785344
1722167732.9591262,90.1,25740288000
1722167733.9601555,90.8,25676115968
1722167734.961013,89.6,25639587840
1722167735.9615917,90.1,25798000640
1722167736.962202,89.4,25692790784
1722167737.962975,89.4,25743147008
1722167738.9637697,90.2,25637490688
1722167739.964565,90.5,25659740160
1722167740.96593,89.7,25653129216
1722167741.9670734,90.2,25848963072
1722167742.9678934,89.9,25912008704
1722167743.9686618,89.4,25709559808
1722167744.9699633,89.0,25739837440
1722167745.9713244,89.1,25754230784
1722167746.9721699,89.0,25847009280
1722167747.9733906,88.6,25835294720
1722167748.9745595,88.8,25731915776
1722167749.9758754,88.5,25777885184
1722167750.9769597,89.0,25805467648
1722167751.97813,88.3,25749729280
1722167752.979025,88.3,25795178496
1722167753.979748,88.7,25719844864
1722167754.9805706,88.9,25617756160
1722167755.981345,88.2,25744207872
1722167756.98248,87.5,25671434240
1722167757.9834776,88.6,25720188928
1722167758.985214,88.5,25631813632
1722167759.9860015,88.2,25833394176
1722167760.9867613,88.0,25765371904
1722167761.9875505,88.4,25717932032
1722167762.9883742,88.2,25677811712
1722167763.9891217,87.2,25775312896
1722167764.9902265,87.5,25885872128
1722167765.9920347,87.6,25725313024
1722167766.993144,88.5,25781309440
1722167767.9944518,88.5,25702043648
1722167768.995738,88.1,25847427072
1722167769.9961998,87.5,25736364032
1722167770.9967747,87.6,25736486912
1722167771.9971864,87.3,25845653504
1722167772.9977083,88.0,25847799808
1722167773.9982767,87.5,25943052288
1722167774.9987738,88.4,25890705408
1722167775.9994586,87.6,25849200640
1722167777.0000634,88.1,25848307712
1722167778.0005019,88.2,25932582912
1722167779.0010996,88.6,25800753152
1722167780.001781,88.2,25878704128
1722167781.0026183,88.6,25750663168
1722167782.0032918,88.0,25875476480
1722167783.0041234,87.7,25830113280
1722167784.0049374,87.8,25879642112
1722167785.0056345,88.2,25782534144
1722167786.0063841,88.3,25898737664
1722167787.00762,87.5,25875591168
1722167788.0082476,87.4,25823379456
1722167789.0090923,88.4,25940201472
1722167790.010114,87.7,25839783936
1722167791.0113845,87.8,25778102272
1722167792.0121965,88.2,25818984448
1722167793.0128508,88.4,25870577664
1722167794.014473,88.4,25932521472
1722167795.0151439,88.5,25985687552
1722167796.0159047,88.2,25957777408
1722167797.017348,88.4,25980411904
1722167798.0187702,88.3,25763299328
1722167799.0202138,88.2,25822949376
1722167800.021326,87.9,25862004736
1722167801.0221884,88.2,25830817792
1722167802.0231616,87.7,25868963840
1722167803.0244756,88.6,25958354944
1722167804.025843,88.5,25893785600
1722167805.026649,88.6,25907134464
1722167806.0280576,88.2,25863036928
1722167807.0287237,87.8,25856696320
1722167808.02988,87.9,25768337408
1722167809.030667,88.4,25915740160
1722167810.033342,89.0,25913348096
1722167811.0342813,88.5,25856450560
1722167812.0352533,88.5,25784606720
1722167813.0366347,88.8,25871269888
1722167814.0377584,88.5,25765224448
1722167815.039044,88.5,25920131072
1722167816.0403748,88.4,25865576448
1722167817.042259,88.4,25776787456
1722167818.0431156,88.8,25780244480
1722167819.0442517,88.5,25790459904
1722167820.0450995,89.4,25777455104
1722167821.0466297,88.4,25869238272
1722167822.0475426,88.1,25951703040
1722167823.04882,88.0,25913765888
1722167824.049582,87.9,25808543744
1722167825.050491,88.0,25823080448
1722167826.0517209,88.2,25844809728
1722167827.0525918,88.4,25923411968
1722167828.0535672,88.7,25862332416
1722167829.0544386,88.5,25875156992
1722167830.0553534,87.8,25744392192
1722167831.0564053,87.7,25828356096
1722167832.057303,87.6,25737994240
1722167833.0579753,87.6,25752199168
1722167834.0586166,88.2,25876525056
1722167835.0592105,87.7,25888436224
1722167836.059843,87.2,25868754944
1722167837.0608203,88.3,25837625344
1722167838.0619943,88.9,25804345344
1722167839.0626872,89.0,25922211840
1722167840.0632894,88.5,25797025792
1722167841.0638971,88.2,25808998400
1722167842.0645754,88.4,25811529728
1722167843.0655189,87.7,25934622720
1722167844.0664334,88.1,25968988160
1722167845.0672903,87.9,25810612224
1722167846.068236,87.9,25847648256
1722167847.06929,88.4,25929928704
1722167848.070012,88.7,25917517824
1722167849.070631,88.9,25921900544
1722167850.071425,88.4,25910222848
1722167851.0722373,88.6,25740341248
1722167852.073039,88.7,25766080512
1722167853.073766,88.6,25788514304
1722167854.0746622,88.6,25957347328
1722167855.075442,88.0,25947033600
1722167856.0762906,87.5,25909903360
1722167857.0773149,87.9,25833828352
1722167858.0779526,87.7,25851830272
1722167859.078614,88.2,25898561536
1722167860.079607,88.4,25895440384
1722167861.0810537,88.0,25974595584
1722167862.0818064,88.3,25885495296
1722167863.08241,88.1,25869803520
1722167864.0836387,88.1,25953755136
1722167865.0847874,88.5,25887449088
1722167866.0855896,87.3,26007257088
1722167867.086328,88.3,25829122048
1722167868.0869884,87.7,25903509504
1722167869.0875716,88.2,25963028480
1722167870.0887363,88.1,25903628288
1722167871.0895798,87.9,25784840192
1722167872.090621,88.1,25817739264
1722167873.09129,87.4,25776967680
