Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
17313;3723282;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17314;1776641;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;
17315;3723874;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;
17316;1661626;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1513;0;0;0;0;
17317;3734574;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17318;1665383;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1363;0;0;0;0;
17319;3725136;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17320;1558132;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1443;0;0;0;0;
17321;3741106;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;
17322;1735966;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1282;0;0;0;0;
17323;3738220;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1193;0;0;0;0;
17324;1656707;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1332;0;0;0;0;
17325;3727099;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17326;1904041;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1824;0;0;0;0;
17327;3713755;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17328;1708975;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17329;3720126;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1323;0;0;0;0;
17330;1765461;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17331;3737268;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17332;1741136;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1442;0;0;0;0;
17333;3737128;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1413;0;0;0;0;
17334;1781601;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1522;0;0;0;0;
17335;3727892;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;
17336;1534899;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17337;3724225;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1292;0;0;0;0;
17338;1762475;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;
17339;3729124;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17340;1670553;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1443;0;0;0;0;
17341;3732680;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17342;1716529;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1523;0;0;0;0;
17343;3717572;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17344;1647600;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1413;0;0;0;0;
17345;3724215;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1342;0;0;0;0;
17346;1675342;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;
17347;3715218;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;
17348;1710207;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1332;0;0;0;0;
17349;3732049;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17350;1793804;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1323;0;0;0;0;
17351;3725827;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17352;1642109;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1363;0;0;0;0;
17353;3745364;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17354;1568622;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;
17355;3762556;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;
17356;1572499;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17357;3713364;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17358;1655425;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1362;0;0;0;0;
17359;3744903;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17360;1694097;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1372;0;0;0;0;
17361;3707152;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17362;1692714;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1533;0;0;0;0;
17363;3736758;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17364;1683648;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1203;0;0;0;0;
17365;3724465;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17366;1757856;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1493;0;0;0;0;
17367;3731528;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17368;1744993;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17369;3719856;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17370;1769358;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17371;3736788;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1262;0;0;0;0;
17372;1677586;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;7024;0;0;0;0;
17373;3718344;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17374;1678959;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1313;0;0;0;0;
17375;3746015;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17376;1648952;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;
17377;3741136;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1302;0;0;0;0;
17378;1861151;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1373;0;0;0;0;
17379;3715378;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17380;1692634;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17381;3714076;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1163;0;0;0;0;
17382;1698305;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1342;0;0;0;0;
17383;3746426;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17384;1598227;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;
17385;3738972;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17386;1756744;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1403;0;0;0;0;
17387;3726498;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17388;1625989;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1573;0;0;0;0;
17389;3732550;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17390;1713444;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17391;3729464;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17392;1629265;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1302;0;0;0;0;
17393;3736186;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17394;1737669;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;
17395;3714155;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17396;1691792;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17397;3725216;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17398;1792372;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1473;0;0;0;0;
17399;3748129;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1292;0;0;0;0;
17400;1690931;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1332;0;0;0;0;
17401;3756495;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17402;1757335;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1292;0;0;0;0;
17403;3730817;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17404;1557431;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1433;0;0;0;0;
17405;3729104;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17406;1769048;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;
17407;3724384;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1293;0;0;0;0;
17408;1558964;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1452;0;0;0;0;
17409;3736177;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17410;1744852;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;
17411;3722611;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17412;1563923;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1422;0;0;0;0;
17413;3715407;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17414;1630217;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1382;0;0;0;0;
17415;3751976;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;
17416;1583590;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17417;3716941;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;
17418;1655805;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1402;0;0;0;0;
17419;3744081;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17420;1716519;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;
17421;3745214;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17422;1826095;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17423;3734774;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17424;1613646;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1342;0;0;0;0;
17425;3741406;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;
17426;1569894;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1433;0;0;0;0;
17427;3742980;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17428;1638994;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1293;0;0;0;0;
17429;3720818;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17430;1799985;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1403;0;0;0;0;
17431;3724425;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1272;0;0;0;0;
17432;1538685;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17433;3739082;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17434;1723803;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17435;3722591;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17436;1614869;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;
17437;3715157;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;
17438;1770831;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17439;3725187;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17440;1638413;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1343;0;0;0;0;
17441;3743711;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17442;1686132;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1492;0;0;0;0;
17443;3743281;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17444;1563111;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17445;3727570;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;
17446;1726277;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;
17447;3751386;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17448;1569774;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1443;0;0;0;0;
17449;3723794;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;
17450;1653722;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1403;0;0;0;0;
17451;3740625;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17452;1701651;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;
17453;3742138;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17454;1814813;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1402;0;0;0;0;
17455;3742288;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17456;1675512;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;
17457;3704968;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17458;1733330;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1353;0;0;0;0;
17459;3725316;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17460;1667687;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17461;3724786;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17462;1659372;562180096;21508096;528642048;0;0;0;0;0;0;0;0;0;1292;0;0;0;0;
17463;3918238;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1442;0;0;0;0;
17464;1693837;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;
17465;3740825;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17466;1712952;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1452;0;0;0;0;
17467;3724585;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17468;1759861;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1583;0;0;0;0;
17469;3728963;562180096;21516288;528650240;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;
17470;1739713;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1473;0;0;0;0;
17471;3734563;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17472;1665633;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17473;3738521;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17474;1719414;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;
17475;3778195;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17476;1633303;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17477;3716229;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17478;1733351;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1413;0;0;0;0;
17479;3760613;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1223;0;0;0;0;
17480;1669802;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;
17481;3721960;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17482;1771632;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17483;3732951;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1493;0;0;0;0;
17484;1712923;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1422;0;0;0;0;
17485;3727169;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17486;1829050;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;
17487;3758369;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17488;1648302;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;
17489;3721830;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17490;1781521;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;
17491;3723964;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1173;0;0;0;0;
17492;1653881;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1593;0;0;0;0;
17493;3705880;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17494;1754190;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1482;0;0;0;0;
17495;3748620;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17496;1620128;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;
17497;3711450;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;
17498;1739181;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1443;0;0;0;0;
17499;3743139;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17500;1655885;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1984;0;0;0;0;
17501;3735806;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1193;0;0;0;0;
17502;1686543;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17503;3734844;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17504;1566558;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1603;0;0;0;0;
17505;3741948;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17506;1702152;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1332;0;0;0;0;
17507;3715198;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;
17508;1540720;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17509;3751115;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17510;1746635;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1372;0;0;0;0;
17511;3717612;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17512;1803983;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1382;0;0;0;0;
17513;3746195;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17514;1791460;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1343;0;0;0;0;
17515;3720357;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17516;1641409;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1343;0;0;0;0;
17517;3728823;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17518;1695329;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1342;0;0;0;0;
17519;3721920;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17520;1658420;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;
17521;3718654;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;
17522;1748229;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1373;0;0;0;0;
17523;3726198;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17524;1672306;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1372;0;0;0;0;
17525;3763668;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17526;1608857;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1372;0;0;0;0;
17527;3750704;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17528;1682916;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17529;3733492;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17530;1767214;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1393;0;0;0;0;
17531;3754461;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17532;1638393;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1663;0;0;0;0;
17533;3744322;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17534;1648061;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;
17535;3746646;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1193;0;0;0;0;
17536;1702844;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17537;3764690;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1193;0;0;0;0;
17538;1622093;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1363;0;0;0;0;
17539;3733842;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1203;0;0;0;0;
17540;1542553;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1303;0;0;0;0;
17541;3720708;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;
17542;1714976;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1493;0;0;0;0;
17543;3723183;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17544;1551520;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1342;0;0;0;0;
17545;3726950;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17546;1663309;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1573;0;0;0;0;
17547;3739904;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17548;1675582;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1293;0;0;0;0;
17549;3727050;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17550;1686713;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1413;0;0;0;0;
17551;3734163;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;
17552;1641829;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1353;0;0;0;0;
17553;3733181;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17554;1675362;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17555;3723853;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1183;0;0;0;0;
17556;1653301;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1302;0;0;0;0;
17557;3717772;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17558;1665614;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1473;0;0;0;0;
17559;3726889;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;
17560;1564193;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1643;0;0;0;0;
17561;3732931;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;
17562;1760291;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1292;0;0;0;0;
17563;3724765;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17564;1703464;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1373;0;0;0;0;
17565;3717331;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;
17566;1692113;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17567;3744632;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;
17568;1745624;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1593;0;0;0;0;
17569;3719555;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17570;1791039;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1873;0;0;0;0;
17571;3731367;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;
17572;1551300;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1353;0;0;0;0;
17573;3725698;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1193;0;0;0;0;
17574;1729193;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1573;0;0;0;0;
17575;3762596;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1362;0;0;0;0;
17576;1694448;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1493;0;0;0;0;
17577;3730887;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;
17578;1701682;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1603;0;0;0;0;
17579;3731648;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;
17580;1602565;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1362;0;0;0;0;
17581;3734073;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
17582;1654122;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;
17583;3730846;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1173;0;0;0;0;
17584;1644444;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1954;0;0;0;0;
17585;3739964;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;
17586;1708814;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1313;0;0;0;0;
17587;3711130;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;
17588;1719184;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;
17589;3727621;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;
17590;1748710;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;
17591;3730706;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;
17592;1729814;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;
17593;3730406;562229248;21508096;528642048;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;
