Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
7729;1561749;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1383;264;0;1;0;
7730;908203;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7731;1489994;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1423;264;0;1;0;
7732;820799;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7733;3684821;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1333;264;0;1;0;
7734;973727;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7735;1590864;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7736;876544;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1984;264;0;1;0;
7737;1582959;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7738;908354;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7739;3621703;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1153;264;0;1;0;
7740;1203077;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1623;264;0;1;0;
7741;1617173;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7742;872566;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1323;264;0;1;0;
7743;1563051;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1263;264;0;1;0;
7744;889759;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1273;264;0;1;0;
7745;3639105;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7746;966503;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1824;264;0;1;0;
7747;1579643;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1242;264;0;1;0;
7748;1038177;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7749;1543895;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7750;901441;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7751;3621342;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7752;1090936;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1583;264;0;1;0;
7753;1620950;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1593;264;0;1;0;
7754;875653;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1393;264;0;1;0;
7755;1525661;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7756;872998;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7757;3578161;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1223;264;0;1;0;
7758;945464;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1382;264;0;1;0;
7759;1699347;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7760;850806;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1513;264;0;1;0;
7761;1602224;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7762;855024;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7763;4227589;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1744;264;0;1;0;
7764;1369519;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1452;264;0;1;0;
7765;1533065;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7766;918322;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7767;1445050;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1202;264;0;1;0;
7768;1052574;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7769;3735836;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7770;1019361;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1242;264;0;1;0;
7771;1494262;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1723;264;0;1;0;
7772;836749;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7773;1547943;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1233;264;0;1;0;
7774;873108;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7775;3683187;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1222;264;0;1;0;
7776;943530;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1412;264;0;1;0;
7777;1728752;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1273;264;0;1;0;
7778;918573;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7779;1636970;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7780;850715;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7781;3653462;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1372;264;0;1;0;
7782;1091257;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1333;264;0;1;0;
7783;1936893;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1543;264;0;1;0;
7784;876734;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7785;1500464;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1543;264;0;1;0;
7786;866285;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7787;3935841;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7788;1878293;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1593;264;0;1;0;
7789;1531261;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7790;1020173;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1613;264;0;1;0;
7791;1491107;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1172;264;0;1;0;
7792;807254;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7793;4143120;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1863;264;0;1;0;
7794;1654864;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7795;1322660;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1583;264;0;1;0;
7796;867136;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7797;1520261;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7798;865433;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1312;264;0;1;0;
7799;3827447;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1243;264;0;1;0;
7800;1053216;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1623;264;0;1;0;
7801;1564113;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7802;909847;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1163;264;0;1;0;
7803;1491467;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7804;818485;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1242;264;0;1;0;
7805;3628285;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1673;264;0;1;0;
7806;977834;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1653;264;0;1;0;
7807;1841253;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1563;264;0;1;0;
7808;943640;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1794;264;0;1;0;
7809;1580334;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7810;852329;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7811;3710839;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1453;264;0;1;0;
7812;934242;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7813;1654473;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7814;923382;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1703;264;0;1;0;
7815;1505774;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7816;857728;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7817;3701472;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1242;264;0;1;0;
7818;957255;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1583;264;0;1;0;
7819;1754470;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1613;264;0;1;0;
7820;882566;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7821;1638302;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1332;264;0;1;0;
7822;877426;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1362;264;0;1;0;
7823;3696032;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1453;264;0;1;0;
7824;958217;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7825;1555667;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7826;925847;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1342;264;0;1;0;
7827;1495455;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7828;1044909;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1363;264;0;1;0;
7829;3715948;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7830;1017979;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1753;264;0;1;0;
7831;1536261;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1523;264;0;1;0;
7832;881984;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1353;264;0;1;0;
7833;1628013;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7834;890109;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1333;264;0;1;0;
7835;3716630;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1553;264;0;1;0;
7836;1004294;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1513;264;0;1;0;
7837;1573711;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1513;264;0;1;0;
7838;952276;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7839;1479154;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7840;1024692;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7841;3721589;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7842;1106244;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7843;1567279;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7844;889107;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1453;264;0;1;0;
7845;1544557;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7846;873819;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1122;264;0;1;0;
7847;3666796;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1633;264;0;1;0;
7848;984436;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1563;264;0;1;0;
7849;1647650;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1333;264;0;1;0;
7850;1103680;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7851;1579903;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1523;264;0;1;0;
7852;803096;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1162;264;0;1;0;
7853;3625169;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7854;951545;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7855;1553764;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1462;264;0;1;0;
7856;903605;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1463;264;0;1;0;
7857;1547432;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1263;264;0;1;0;
7858;887264;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7859;3648201;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7860;1102968;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1463;264;0;1;0;
7861;1615139;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1613;264;0;1;0;
7862;933250;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7863;1519159;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7864;845746;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7865;3674921;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1332;264;0;1;0;
7866;963207;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1203;264;0;1;0;
7867;1567861;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1423;264;0;1;0;
7868;885771;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1893;264;0;1;0;
7869;1614748;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1573;264;0;1;0;
7870;1062252;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1593;264;0;1;0;
7871;3661096;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1242;264;0;1;0;
7872;1067983;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1312;264;0;1;0;
7873;1547172;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7874;922650;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7875;1496727;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7876;866154;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7877;3678138;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1413;264;0;1;0;
7878;986460;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1654;264;0;1;0;
7879;1624547;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1393;264;0;1;0;
7880;1046051;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1352;264;0;1;0;
7881;1649073;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1372;264;0;1;0;
7882;953268;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7883;3627372;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1423;264;0;1;0;
7884;933521;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7885;1622773;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7886;921077;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7887;1517326;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1473;264;0;1;0;
7888;866575;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1322;264;0;1;0;
7889;9809156;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1433;264;0;1;0;
7890;1218946;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1442;264;0;1;0;
7891;1582928;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7892;891532;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7893;1553152;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7894;880482;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7895;3637993;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7896;1094192;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1473;264;0;1;0;
7897;1574322;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1263;264;0;1;0;
7898;982132;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1473;264;0;1;0;
7899;1421155;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7900;808486;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7901;4295526;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1683;264;0;1;0;
7902;970079;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1964;264;0;1;0;
7903;1556088;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1693;264;0;1;0;
7904;875191;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1613;264;0;1;0;
7905;1538145;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1313;264;0;1;0;
7906;863539;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1312;264;0;1;0;
7907;3688257;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1553;264;0;1;0;
7908;1165115;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1683;264;0;1;0;
7909;1541781;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7910;940734;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7911;1455911;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7912;841097;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7913;3652570;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7914;991860;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7915;1559735;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1402;264;0;1;0;
7916;1010806;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1363;264;0;1;0;
7917;1558192;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7918;876805;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7919;3680523;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7920;1078993;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1664;264;0;1;0;
7921;1568031;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1323;264;0;1;0;
7922;922580;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1563;264;0;1;0;
7923;1497338;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1653;264;0;1;0;
7924;880121;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1753;264;0;1;0;
7925;3626521;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7926;957024;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1663;264;0;1;0;
7927;1697854;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1263;264;0;1;0;
7928;901491;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7929;1581837;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1463;264;0;1;0;
7930;917571;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1352;264;0;1;0;
7931;3663871;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1583;264;0;1;0;
7932;927329;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1443;264;0;1;0;
7933;1501436;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7934;916910;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1312;264;0;1;0;
7935;1483823;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7936;881172;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1343;264;0;1;0;
7937;3697434;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7938;984727;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7939;1439420;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7940;1034590;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7941;1518177;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1813;264;0;1;0;
7942;880080;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7943;3748540;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;3227;264;0;1;0;
7944;942207;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1714;264;0;1;0;
7945;1569995;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7946;914615;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1323;264;0;1;0;
7947;1453676;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7948;870342;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1583;264;0;1;0;
7949;4345440;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1683;264;0;1;0;
7950;1582368;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1352;264;0;1;0;
7951;1524208;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7952;858610;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1483;264;0;1;0;
7953;1475287;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1343;264;0;1;0;
7954;881503;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1663;264;0;1;0;
7955;3983942;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1533;264;0;1;0;
7956;1864837;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1513;264;0;1;0;
7957;1506265;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1252;264;0;1;0;
7958;916438;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1273;264;0;1;0;
7959;1532795;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1653;264;0;1;0;
7960;834034;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7961;3760493;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7962;972714;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7963;1572940;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1814;264;0;1;0;
7964;845666;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7965;1552742;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7966;877024;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1273;264;0;1;0;
7967;3701111;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1263;264;0;1;0;
7968;1124800;1916440576;15974400;2335047680;0;0;0;0;0;0;0;0;0;1903;264;0;1;0;
7969;1709336;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1373;264;0;1;0;
7970;933009;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7971;1478243;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7972;831630;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7973;3685883;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1413;264;0;1;0;
7974;950473;1916444672;15970304;2335043584;0;0;0;0;0;0;0;0;0;1462;264;0;1;0;
7975;1675322;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1243;264;0;1;0;
7976;1072872;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
7977;1572399;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1272;264;0;1;0;
7978;873058;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1292;264;0;1;0;
7979;3699819;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1623;264;0;1;0;
7980;1085606;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1603;264;0;1;0;
7981;1608647;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1603;264;0;1;0;
7982;968806;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1563;264;0;1;0;
7983;1500754;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1523;264;0;1;0;
7984;834395;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1302;264;0;1;0;
7985;3656958;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1262;264;0;1;0;
7986;1145929;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1423;264;0;1;0;
7987;1748830;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1493;264;0;1;0;
7988;885301;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1473;264;0;1;0;
7989;1540018;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1253;264;0;1;0;
7990;925195;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1293;264;0;1;0;
7991;3677997;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1243;264;0;1;0;
7992;981080;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1413;264;0;1;0;
7993;1633814;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1533;264;0;1;0;
7994;1092338;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1303;264;0;1;0;
7995;1488532;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1503;264;0;1;0;
7996;852058;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1362;264;0;1;0;
7997;4317957;1916440576;15966208;2335039488;0;0;0;0;0;0;0;0;0;1453;264;0;1;0;
7998;1612895;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1283;264;0;1;0;
7999;1400437;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1603;264;0;1;0;
8000;876524;1916440576;15970304;2335043584;0;0;0;0;0;0;0;0;0;1282;264;0;1;0;
