Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
93892,4295265,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93893,2014558,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93894,4243027,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93895,1939787,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93896,4479641,1861103616,55037952,4655812608,778591,0,35156,0,0,0,0,0,0,2465,0.0,742.0,0.0,1.0
93897,1573881,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93898,4213502,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93899,1872020,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93900,4217619,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93901,2754505,1861099520,55033856,4655808512,804148,0,34885,0,0,0,0,0,0,2845,0.0,742.0,0.0,1.0
93902,4211979,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93903,1932795,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93904,5813743,1877368832,96616448,4697391104,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93905,2827723,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93906,4466205,1889951744,96620544,4697395200,767209,0,36138,0,0,0,0,0,0,3006,0.0,742.0,0.0,1.0
93907,1673488,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93908,4314301,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93909,1989080,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93910,4263436,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93911,2835217,1890136064,96616448,4697391104,759234,0,43091,0,0,0,0,0,0,2815,0.0,742.0,0.0,1.0
93912,4259589,1890136064,96616448,4697391104,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93913,2230243,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93914,4278193,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93915,2017634,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93916,5212916,1861099520,55037952,4655812608,900929,0,36388,0,0,0,0,0,0,2805,0.0,742.0,0.0,1.0
93917,2794812,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93918,4951556,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93919,3222263,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93920,4904477,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93921,2714180,1861099520,55037952,4655812608,825238,0,35847,0,0,0,0,0,0,2705,0.0,742.0,0.0,1.0
93922,4259177,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93923,1933316,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93924,4260510,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93925,2653527,1861099520,55037952,4655812608,753724,0,34244,0,0,0,0,0,0,2544,0.0,742.0,0.0,1.0
93926,4272352,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93927,1880226,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93928,4231937,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93929,1884474,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93930,5686154,1877368832,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93931,3559635,1889951744,96620544,4697395200,864862,0,35927,0,0,0,0,0,0,2504,0.0,742.0,0.0,1.0
93932,4255190,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93933,2014889,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93934,4241815,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93935,2792928,1889951744,96620544,4697395200,774022,0,35286,0,0,0,0,0,0,3136,0.0,742.0,0.0,1.0
93936,4335441,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93937,1960337,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93938,4231456,1889951744,96620544,4697395200,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93939,2132238,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93940,4540646,1861103616,55037952,4655812608,845836,0,35346,0,0,0,0,0,0,2124,0.0,742.0,0.0,1.0
93941,1562630,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93942,4223762,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93943,1905434,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93944,4244169,1861103616,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93945,2851437,1861099520,55033856,4655808512,865804,0,35907,0,0,0,0,0,0,2775,0.0,742.0,0.0,1.0
93946,4228209,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93947,1970255,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93948,4206939,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93949,1917866,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93950,4341982,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93951,4265289,1861099520,55037952,4655812608,1062562,0,44964,0,0,0,0,0,0,5119,0.0,742.0,0.0,1.0
93952,4850286,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93953,3218035,1861099520,55037952,4655812608,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93954,5205693,1861099520,55037952,4655812608,960091,0,37941,0,0,0,0,0,0,3416,0.0,742.0,0.0,1.0
93955,1629686,1861099520,55033856,4655808512,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93956,5660605,1877368832,96616448,4697391104,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93957,2933742,1892048896,96616448,4697391104,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93958,4233349,1892048896,96616448,4697391104,0,0,0,0,0,0,0,0,0,0,0.0,742.0,0.0,1.0
93959,2879730,1892048896,96616448,4697391104,772760,0,35637,0,0,0,0,0,0,2825,0.0,742.0,0.0,1.0
