Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
89677,1946821,1973211136,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89678,4441660,1973211136,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89679,3146651,1973293056,78999552,4646219776,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89680,6082126,1973526528,78999552,4646219776,1427367,0,46628,0,0,0,0,0,0,3286,400.0,775.0,0.0,742.0,0.0,1.0
89681,2480382,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89682,4441941,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89683,2942147,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89684,5544438,1973526528,79003648,4646223872,1121914,0,48241,0,0,0,0,0,0,3787,400.0,775.0,0.0,742.0,0.0,1.0
89685,2953679,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89686,4471125,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89687,2881063,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89688,4333276,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89689,4533181,1973526528,79003648,4646223872,1314886,0,56546,0,0,0,0,0,0,4428,400.0,775.0,0.0,742.0,0.0,1.0
89690,5104182,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89691,4332174,1973526528,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89692,6422034,1973526528,79003648,4646223872,1376341,0,56546,0,0,0,0,0,0,5119,400.0,775.0,0.0,742.0,0.0,1.0
89693,4052641,1973526528,79007744,4646227968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89694,4990149,1973526528,79007744,4646227968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89695,2982373,1973526528,79007744,4646227968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89696,5396650,1973526528,79007744,4646227968,891572,0,45786,0,0,0,0,0,0,4108,400.0,775.0,0.0,742.0,0.0,1.0
89697,2364134,1973526528,79007744,4646227968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89698,4421542,1973526528,79007744,4646227968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89699,2854713,1973551104,79003648,4646223872,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89700,5363669,1977745408,79003648,4663001088,884259,0,44834,0,0,0,0,0,0,3777,400.0,775.0,0.0,742.0,0.0,1.0
89701,2364935,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89702,4388460,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89703,2794180,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89704,4321104,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89705,3648563,1977745408,79003648,4663001088,888156,0,45345,0,0,0,0,0,0,3757,400.0,775.0,0.0,742.0,0.0,1.0
89706,4405522,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89707,2280687,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89708,4281940,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89709,3817510,1977745408,79003648,4663001088,1083041,0,44483,0,0,0,0,0,0,3096,400.0,775.0,0.0,742.0,0.0,1.0
89710,4386757,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89711,2610175,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89712,4260881,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89713,3501467,1977745408,79003648,4663001088,872457,0,44012,0,0,0,0,0,0,2675,400.0,775.0,0.0,742.0,0.0,1.0
89714,4373562,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89715,2545063,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89716,4339378,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
89717,2580088,1977745408,79003648,4663001088,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,742.0,0.0,1.0
