Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
92737,4520247,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92738,3072832,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92739,4525988,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92740,4605197,1937403904,100696064,4667916288,1525161,0,50294,0,0,0,0,0,0,3787,0.0,0.0,0.0,742.0,0.0,1.0
92741,4559100,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92742,3034060,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92743,4513404,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92744,4131659,1937403904,100696064,4667916288,1000517,0,50204,0,0,0,0,0,0,3697,0.0,0.0,0.0,742.0,0.0,1.0
92745,4689745,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92746,3080718,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92747,4520328,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92748,5407781,1937403904,100696064,4667916288,1238532,0,61165,0,0,0,0,0,0,5621,0.0,0.0,0.0,742.0,0.0,1.0
92749,5216874,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92750,4263606,1937403904,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92751,6438365,1937403904,100696064,4667916288,1416626,0,60012,0,0,0,0,0,0,4979,0.0,0.0,0.0,742.0,0.0,1.0
92752,4065705,1937403904,100700160,4667920384,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92753,5122496,1937403904,100700160,4667920384,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92754,4044354,1937403904,100700160,4667920384,920547,0,49614,0,0,0,0,0,0,3346,0.0,0.0,0.0,742.0,0.0,1.0
92755,4377249,1937403904,100700160,4667920384,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92756,2385464,1937403904,100700160,4667920384,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92757,4512122,1937403904,100700160,4667920384,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92758,2886624,1937510400,100696064,4667916288,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92759,5492801,1937510400,100696064,4667916288,1065989,0,48431,0,0,0,0,0,0,3267,0.0,0.0,0.0,742.0,0.0,1.0
92760,3072031,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92761,4560764,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92762,2841640,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92763,5523869,1941704704,100696064,4684693504,1107698,0,48190,0,0,0,0,0,0,3807,0.0,0.0,0.0,742.0,0.0,1.0
92764,2775164,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92765,4464923,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92766,2602581,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92767,5472443,1941704704,100696064,4684693504,1057393,0,48170,0,0,0,0,0,0,3547,0.0,0.0,0.0,742.0,0.0,1.0
92768,2683582,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92769,1878994,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92770,4407816,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92771,2738436,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92772,5498782,1941704704,100696064,4684693504,985839,0,47749,0,0,0,0,0,0,3446,0.0,0.0,0.0,742.0,0.0,1.0
92773,2632437,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92774,4382599,1941704704,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92775,2845627,1941700608,100691968,4684689408,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92776,4406124,1941700608,100691968,4684689408,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92777,3660295,1941700608,100691968,4684689408,921989,0,48130,0,0,0,0,0,0,3857,0.0,0.0,0.0,742.0,0.0,1.0
92778,4424137,1941700608,100691968,4684689408,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92779,2237977,1941700608,100691968,4684689408,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92780,4976062,1941700608,100691968,4684689408,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92781,5644015,1941700608,100696064,4684693504,1529378,0,54983,0,0,0,0,0,0,5671,0.0,0.0,0.0,742.0,0.0,1.0
92782,5103271,1941700608,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92783,4203994,1941700608,100696064,4684693504,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92784,6453443,1941700608,100696064,4684693504,1260304,0,54301,0,0,0,0,0,0,5690,0.0,0.0,0.0,742.0,0.0,1.0
92785,2364734,1941700608,100700160,4684697600,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92786,4389722,1941700608,100700160,4684697600,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92787,2732895,1941700608,100700160,4684697600,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92788,5490517,1941700608,100700160,4684697600,917460,0,47960,0,0,0,0,0,0,3146,0.0,0.0,0.0,742.0,0.0,1.0
92789,2347933,1945894912,100700160,4701474816,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92790,4374994,1945894912,100700160,4701474816,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92791,2873258,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92792,4455526,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92793,3598127,1945907200,100696064,4701470720,903895,0,45165,0,0,0,0,0,0,2986,0.0,0.0,0.0,742.0,0.0,1.0
92794,4420801,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92795,2689434,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92796,4404049,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92797,3674461,1945907200,100696064,4701470720,1002170,0,44313,0,0,0,0,0,0,3466,0.0,0.0,0.0,742.0,0.0,1.0
92798,4317067,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92799,2732705,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92800,4492275,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92801,4427703,1945907200,100696064,4701470720,1109070,0,60213,0,0,0,0,0,0,4008,0.0,0.0,0.0,742.0,0.0,1.0
92802,4506792,1945907200,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92803,3929991,1946165248,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92804,4688402,1946165248,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
92805,4870304,1946165248,100696064,4701470720,1121774,0,62678,0,0,0,0,0,0,3877,0.0,0.0,0.0,742.0,0.0,1.0
92806,4709372,1946165248,100696064,4701470720,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,742.0,0.0,1.0
