Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
22294,17653036,58168446976,55820288,161590685696,4280097,0,1555998,220092,0,0,0,0,0,5601,16.0,31.0,0.0,303.0,0.0,100.0
22295,32121991,58255491072,55820288,161909452800,30624403,0,1552812,217858,0,0,0,0,0,5580,16.0,31.0,0.0,303.0,0.0,100.0
22296,27131121,58271432704,54820864,161908453376,19091824,0,3077903,146164,0,0,0,0,0,7754,16.0,31.0,0.0,303.0,0.0,100.0
22297,16591756,58275119104,54820864,161908453376,14668930,0,3054979,211898,0,0,0,0,0,8466,16.0,31.0,0.0,303.0,0.0,100.0
22298,21564191,58282446848,54820864,161908453376,15784983,0,1498700,72085,0,0,0,0,0,3357,16.0,31.0,0.0,303.0,0.0,100.0
22299,13421511,58287697920,54820864,161908453376,11680185,0,1523137,157555,0,0,0,0,0,5891,16.0,31.0,0.0,303.0,0.0,100.0
22300,21431983,58293764096,54849536,161908482048,19588836,0,1525370,90740,4283644,131978,221,3960016,97653,5992,16.0,31.0,0.0,303.0,0.0,100.0
22301,18994261,58302423040,54861824,161908494336,4511601,0,1533196,126958,0,0,0,0,0,5560,16.0,31.0,0.0,303.0,0.0,100.0
22302,53477371,58311364608,54849536,161908482048,51920821,0,1491838,117270,0,0,0,0,0,4719,16.0,31.0,0.0,303.0,0.0,100.0
22303,109574735,58313240576,54849536,161908482048,108006253,0,4589016,262363,0,0,0,0,0,10881,16.0,31.0,0.0,303.0,0.0,100.0
22304,37595897,58325676032,54849536,161908482048,23511314,0,6076986,286898,0,0,0,0,0,13104,16.0,31.0,0.0,303.0,0.0,100.0
22305,63132407,58345861120,54939648,161942126592,7174905,0,3064497,199514,0,0,0,0,0,8085,16.0,31.0,0.0,303.0,0.0,100.0
22306,18589662,58347958272,54939648,161942126592,13907593,0,6163359,321672,0,0,0,0,0,13917,16.0,31.0,0.0,303.0,0.0,100.0
