Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
58835,9467070,17698955264,68149248,41162522624,2635524,0,581944,0,0,0,0,0,0,5791,400.0,775.0,0.0,89.0,0.0,80.0
58836,12550855,17699385344,68149248,41162522624,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58837,8167713,17699385344,68149248,41162522624,2268825,0,570612,0,0,0,0,0,0,5728,400.0,775.0,0.0,89.0,0.0,80.0
58838,12965411,17699794944,68149248,41179299840,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58839,8419614,17699794944,68149248,41179299840,2325614,0,594646,0,0,0,0,0,0,4859,400.0,775.0,0.0,89.0,0.0,80.0
58840,10589913,17700798464,68149248,41196077056,2348973,0,568637,0,0,0,0,0,0,5320,400.0,775.0,0.0,89.0,0.0,80.0
58841,4998401,17700798464,68153344,41196081152,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58842,12087584,17700798464,68153344,41196081152,2162636,0,580237,0,0,0,0,0,0,5023,400.0,775.0,0.0,89.0,0.0,80.0
58843,11895234,17701679104,68153344,41196081152,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58844,8866599,17701679104,68153344,41196081152,2178461,0,565269,0,0,0,0,0,0,4861,400.0,775.0,0.0,89.0,0.0,80.0
58845,27104198,17702797312,68153344,41196081152,10056623,0,616495,0,0,0,0,0,0,5093,400.0,775.0,0.0,89.0,0.0,80.0
58846,17638792,17704157184,68153344,41196081152,5862116,0,598966,0,0,0,0,0,0,5327,400.0,775.0,0.0,89.0,0.0,80.0
58847,35268400,17708498944,68153344,41212858368,15671984,0,590392,0,0,0,0,0,0,4988,400.0,775.0,0.0,89.0,0.0,80.0
58848,64373866,17710469120,68145152,41212850176,4680759,0,1142370,0,0,0,0,0,0,7860,400.0,775.0,0.0,89.0,0.0,80.0
58849,31572083,17710915584,68145152,41212850176,21133571,0,2285595,0,0,0,0,0,0,12344,400.0,775.0,0.0,89.0,0.0,80.0
58850,17354846,17690513408,46559232,41191264256,5621100,0,1751526,0,0,0,0,0,0,9941,400.0,775.0,0.0,89.0,0.0,80.0
58851,27491030,17690894336,46559232,41208041472,19930146,0,827560,0,0,0,0,0,0,5996,400.0,775.0,0.0,89.0,0.0,80.0
58852,12414777,17690894336,46559232,41208041472,4103868,0,1492142,0,0,0,0,0,0,8862,400.0,775.0,0.0,89.0,0.0,80.0
58853,13367367,17691639808,46559232,41224818688,6434698,0,698161,0,0,0,0,0,0,5203,400.0,775.0,0.0,89.0,0.0,80.0
58854,5885789,17691639808,46559232,41224818688,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58855,8047605,17691742208,46559232,41224818688,2119713,0,686090,0,0,0,0,0,0,4962,400.0,775.0,0.0,89.0,0.0,80.0
58856,13228418,17701740544,68149248,41246408704,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58857,7320520,17701740544,68149248,41246408704,2307861,0,720679,0,0,0,0,0,0,5526,400.0,775.0,0.0,89.0,0.0,80.0
58858,16130871,17712156672,68149248,41246408704,2228896,0,682990,0,0,0,0,0,0,4815,400.0,775.0,0.0,89.0,0.0,80.0
58859,8514128,17712156672,68149248,41246408704,2191522,0,680000,0,0,0,0,0,0,4320,400.0,775.0,0.0,89.0,0.0,80.0
58860,3435976,17712156672,68149248,41246408704,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58861,11762620,17722290176,80982016,41259241472,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58862,5913613,17722290176,80982016,41259241472,2028216,0,593884,0,0,0,0,0,0,4233,400.0,775.0,0.0,89.0,0.0,80.0
58863,5898590,17722290176,80982016,41259241472,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58864,7292996,17722290176,80982016,41259241472,1815611,0,575794,0,0,0,0,0,0,4417,400.0,775.0,0.0,89.0,0.0,80.0
58865,7000842,17722413056,80982016,41259241472,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58866,6515658,17722613760,80973824,41259233280,1851085,0,589375,0,0,0,0,0,0,4069,400.0,775.0,0.0,89.0,0.0,80.0
58867,6942173,17722613760,80973824,41259233280,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58868,2858043,17722613760,80973824,41259233280,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58869,5875039,17722613760,80973824,41259233280,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58870,4778782,17722613760,80973824,41259233280,1970715,0,577054,0,0,0,0,0,0,4360,400.0,775.0,0.0,89.0,0.0,80.0
58871,6203477,17722761216,80973824,41259233280,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58872,5291998,17722761216,80977920,41259237376,1804239,0,573141,0,0,0,0,0,0,4061,400.0,775.0,0.0,89.0,0.0,80.0
58873,7455146,17722761216,80977920,41259237376,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58874,2905894,17723023360,80977920,41259237376,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
58875,5157748,17723023360,80977920,41259237376,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,80.0
