Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
56271,6369042,16367628288,79826944,35830661120,1927772,0,482033,0,0,0,0,0,0,4018,400.0,775.0,0.0,89.0,0.0,70.0
56272,6148563,16367628288,79826944,35830661120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56273,2804911,16367628288,79826944,35830661120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56274,7097407,16367886336,79826944,35830661120,1892723,0,460895,0,0,0,0,0,0,3954,400.0,775.0,0.0,89.0,0.0,70.0
56275,4697389,16367886336,79835136,35830669312,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56276,6068029,16367886336,79835136,35830669312,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56277,4763718,16367886336,79835136,35830669312,1935671,0,472634,0,0,0,0,0,0,3950,400.0,775.0,0.0,89.0,0.0,70.0
56278,5865033,16368148480,79835136,35830669312,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56279,4707703,16339021824,41426944,35792261120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56280,7193719,16339046400,41426944,35792261120,1937141,0,464575,0,0,0,0,0,0,4246,400.0,775.0,0.0,89.0,0.0,70.0
56281,4297344,16339046400,41426944,35792261120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56282,6062397,16339046400,41426944,35792261120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56283,5013083,16339046400,41426944,35792261120,1963730,0,477337,0,0,0,0,0,0,3993,400.0,775.0,0.0,89.0,0.0,70.0
56284,5799293,16339091456,41426944,35792261120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56285,3100759,16339091456,41426944,35792261120,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56286,8167848,16339275776,41426944,35792261120,1974351,0,487338,0,0,0,0,0,0,3990,400.0,775.0,0.0,89.0,0.0,70.0
56287,3370503,16339525632,41422848,35792257024,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56288,11362997,16348983296,79831040,35830665216,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56289,12832944,16359215104,79831040,35830665216,2319656,0,461990,0,0,0,0,0,0,4097,400.0,775.0,0.0,89.0,0.0,70.0
56290,12766588,16369102848,79835136,35847446528,1865234,0,468638,0,0,0,0,0,0,4099,400.0,775.0,0.0,89.0,0.0,70.0
56291,3904565,16369373184,79839232,35847450624,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56292,7284506,16369377280,79839232,35847450624,1885097,0,485242,0,0,0,0,0,0,4043,400.0,775.0,0.0,89.0,0.0,70.0
56293,4271577,16369381376,79839232,35847450624,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56294,5136027,16369381376,79839232,35847450624,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56295,8103183,16340238336,45301760,35812913152,2031535,0,484347,0,0,0,0,0,0,4507,400.0,775.0,0.0,89.0,0.0,70.0
56296,5805459,16340525056,45301760,35812913152,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56297,5085546,16341131264,45301760,35812913152,1936203,0,495200,0,0,0,0,0,0,4077,400.0,775.0,0.0,89.0,0.0,70.0
56298,5669441,16341446656,45301760,35829690368,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56299,4495231,16341438464,45293568,35829682176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56300,5844794,16341438464,45293568,35829682176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56301,4788488,16341438464,45293568,35829682176,1927680,0,485504,0,0,0,0,0,0,3944,400.0,775.0,0.0,89.0,0.0,70.0
56302,6307162,16341438464,45293568,35829682176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56303,2858503,16341438464,45293568,35829682176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56304,7300596,16341622784,45293568,35829682176,2035343,0,467115,0,0,0,0,0,0,4211,400.0,775.0,0.0,89.0,0.0,70.0
56305,3772809,16341622784,45297664,35829686272,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56306,5316192,16341622784,45297664,35829686272,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56307,4886916,16341622784,45297664,35829686272,1977743,0,426772,0,0,0,0,0,0,4111,400.0,775.0,0.0,89.0,0.0,70.0
56308,6837169,16341852160,45297664,35829686272,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56309,2823031,16341852160,45297664,35829686272,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56310,7142514,16342540288,45297664,35829686272,1912083,0,462229,0,0,0,0,0,0,4148,400.0,775.0,0.0,89.0,0.0,70.0
56311,9626394,16352268288,79835136,35864223744,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56312,5045652,16352444416,79835136,35864223744,1934031,0,488745,0,0,0,0,0,0,4470,400.0,775.0,0.0,89.0,0.0,70.0
56313,12433382,16361906176,79835136,35864223744,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56314,6363780,16362676224,79835136,35864223744,1913128,0,502996,0,0,0,0,0,0,4305,400.0,775.0,0.0,89.0,0.0,70.0
56315,12150135,16372408320,79835136,35864223744,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56316,6323138,16372535296,79835136,35864223744,1925245,0,487764,0,0,0,0,0,0,4435,400.0,775.0,0.0,89.0,0.0,70.0
56317,7026293,16372535296,79835136,35864223744,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56318,2883941,16372785152,79826944,35864215552,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56319,8635826,16373178368,79826944,35864215552,1986232,0,503889,0,0,0,0,0,0,4354,400.0,775.0,0.0,89.0,0.0,70.0
56320,3531560,16373178368,79826944,35864215552,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56321,6912553,16373182464,79826944,35864215552,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56322,7269956,16373186560,79826944,35880992768,1953039,0,496040,0,0,0,0,0,0,4960,400.0,775.0,0.0,89.0,0.0,70.0
56323,5775138,16373186560,79826944,35880992768,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56324,7530534,16373329920,79831040,35880996864,1748698,0,495261,0,0,0,0,0,0,4292,400.0,775.0,0.0,89.0,0.0,70.0
56325,7001880,16373522432,79831040,35880996864,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56326,2773559,16373522432,79831040,35880996864,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56327,7628820,16373714944,79831040,35880996864,1852257,0,495253,0,0,0,0,0,0,4140,400.0,775.0,0.0,89.0,0.0,70.0
56328,4948475,16373714944,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56329,5645438,16373714944,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56330,5038242,16373714944,79835136,35881000960,1972911,0,476970,0,0,0,0,0,0,4181,400.0,775.0,0.0,89.0,0.0,70.0
56331,5590500,16373985280,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56332,3794345,16373985280,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56333,7012236,16373985280,79835136,35881000960,1854980,0,462463,0,0,0,0,0,0,4293,400.0,775.0,0.0,89.0,0.0,70.0
56334,5001022,16374181888,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56335,6396768,16374181888,79835136,35881000960,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56336,4913191,16374181888,79835136,35881000960,1889470,0,489378,0,0,0,0,0,0,4375,400.0,775.0,0.0,89.0,0.0,70.0
56337,53573981,16374366208,79835136,35897778176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56338,43234838,16376795136,81051648,35898994688,39080366,0,1403834,0,32753448,24999,918,31295495,1367674,20326,400.0,775.0,0.0,89.0,0.0,70.0
56339,18439985,16381939712,81051648,35898994688,10452426,0,2935452,0,0,0,0,0,0,14328,400.0,775.0,0.0,89.0,0.0,70.0
56340,10703644,16383008768,81051648,35898994688,2359642,0,753143,0,0,0,0,0,0,5370,400.0,775.0,0.0,89.0,0.0,70.0
56341,12638606,16355958784,42643456,35860586496,2238939,0,669666,0,0,0,0,0,0,5328,400.0,775.0,0.0,89.0,0.0,70.0
56342,6826065,16357646336,42643456,35860586496,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56343,15879626,16367173632,81051648,35898994688,2388240,0,620974,0,0,0,0,0,0,5166,400.0,775.0,0.0,89.0,0.0,70.0
56344,6206487,16367456256,81051648,35898994688,2159054,0,615135,0,0,0,0,0,0,4704,400.0,775.0,0.0,89.0,0.0,70.0
56345,8032321,16371593216,81051648,35898994688,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56346,7453817,16371765248,80424960,35898368000,2100949,0,586603,0,0,0,0,0,0,4603,400.0,775.0,0.0,89.0,0.0,70.0
56347,7427228,16373420032,80363520,35898306560,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56348,3158584,16372891648,79835136,35897778176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56349,7349670,16374185984,79835136,35897778176,1791728,0,460761,0,0,0,0,0,0,4011,400.0,775.0,0.0,89.0,0.0,70.0
56350,5130657,16376365056,79835136,35897778176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56351,5890506,16376365056,79835136,35897778176,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56352,6780508,16366637056,41426944,35859369984,1906594,0,440335,0,0,0,0,0,0,4191,400.0,775.0,0.0,89.0,0.0,70.0
