Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
51858,8331148,15433785344,65363968,30564917248,2703731,0,567997,0,0,0,0,0,0,5999,400.0,775.0,0.0,89.0,0.0,60.0
51859,6183050,15433785344,65363968,30564917248,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51860,6738342,15433785344,65363968,30564917248,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51861,7040389,15433015296,64581632,30564134912,2845535,0,492335,0,0,0,0,0,0,5628,400.0,775.0,0.0,89.0,0.0,60.0
51862,7594065,15439642624,64581632,30580912128,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51863,8185789,15439372288,63500288,30579830784,1866876,0,483101,0,0,0,0,0,0,4841,400.0,775.0,0.0,89.0,0.0,60.0
51864,8970261,15441534976,63500288,30579830784,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51865,4564410,15441530880,63496192,30579826688,1650927,0,440452,0,0,0,0,0,0,4083,400.0,775.0,0.0,89.0,0.0,60.0
51866,5837118,15442653184,63496192,30579826688,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51867,4262750,15442669568,63496192,30579826688,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51868,4246060,15442665472,63492096,30579822592,1618491,0,416717,0,0,0,0,0,0,4493,400.0,775.0,0.0,89.0,0.0,60.0
51869,6256337,15443730432,63492096,30579822592,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51870,3365186,15443730432,63492096,30579822592,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51871,6981029,15444811776,63492096,30579822592,1594231,0,421899,0,0,0,0,0,0,4311,400.0,775.0,0.0,89.0,0.0,60.0
51872,5937916,15444873216,63492096,30596599808,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51873,6254514,15444873216,63492096,30596599808,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51874,4574249,15444873216,63492096,30596599808,1855697,0,423404,0,0,0,0,0,0,4437,400.0,775.0,0.0,89.0,0.0,60.0
51875,7747908,15445512192,63492096,30596599808,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
51876,2647678,15445725184,63492096,30596599808,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,60.0
