timestamp,cpu_percent,rss
1722330044.5820882,70.0,19555020800
1722330045.5825062,71.4,19575422976
1722330046.5833323,72.6,19665018880
1722330047.5845933,73.3,19753570304
1722330048.5857735,73.0,19758329856
1722330049.5868797,74.2,19856408576
1722330050.5887496,76.1,19914457088
1722330051.590194,75.2,19949752320
1722330052.5915217,75.7,20006039552
1722330053.5930476,77.6,20021657600
1722330054.5942779,77.3,20084535296
1722330055.595289,76.7,20246355968
1722330056.5960789,78.4,20518662144
1722330057.597457,80.9,20706000896
1722330058.5984218,82.7,21027139584
1722330059.5995562,86.0,21314797568
1722330060.6009722,85.8,21723029504
1722330061.6019185,84.3,22228824064
1722330062.6032925,86.4,22813831168
1722330063.60411,86.7,23314030592
1722330064.604906,87.2,23899381760
1722330065.6060255,88.3,24447336448
1722330066.606806,88.3,24944173056
1722330067.6076708,89.3,25572102144
1722330068.6101356,90.0,26224082944
1722330069.611008,90.2,26721021952
1722330070.6118674,91.5,27356839936
1722330071.612422,91.4,27788546048
1722330072.613064,91.7,28348555264
1722330073.6143003,91.2,29090082816
1722330074.6152756,92.2,29497159680
1722330075.6161323,90.3,30031675392
1722330076.6176214,90.1,30701473792
1722330077.6184092,90.5,31375777792
1722330078.618995,92.1,31607201792
1722330079.6197786,91.6,32134664192
1722330080.6206207,92.0,32526045184
1722330081.6218252,91.8,33011388416
1722330082.6230736,92.2,33314742272
1722330083.6240256,91.2,33557196800
1722330084.6248543,90.8,33751953408
1722330085.6260448,92.1,33941422080
1722330086.6268466,91.8,34141347840
1722330087.6279693,91.8,34129555456
1722330088.6285815,92.0,34132930560
1722330089.6296275,91.3,34168750080
1722330090.630812,90.3,34148900864
1722330091.632117,90.5,34177994752
1722330092.63324,90.8,34226728960
1722330093.6338577,91.2,34160177152
1722330094.6346507,90.7,34092601344
1722330095.6359868,90.9,34134335488
1722330096.636625,91.5,34093801472
1722330097.637651,90.9,34133483520
1722330098.6385496,91.5,34052550656
1722330099.6396039,91.1,34131709952
1722330100.640739,90.3,34134818816
1722330101.641857,90.4,34074054656
1722330102.6426136,90.6,34152456192
1722330103.6433792,90.7,34074222592
1722330104.644039,90.9,34153574400
1722330105.6447818,90.8,34098098176
1722330106.6457636,90.5,34076004352
1722330107.6464477,90.0,34131107840
1722330108.6470191,90.4,34150551552
1722330109.647947,91.4,34145501184
1722330110.6485763,91.1,34093453312
1722330111.6495256,88.9,34169511936
1722330112.6502879,89.1,34109759488
1722330113.6509287,90.5,34072477696
1722330114.6515656,90.3,34058145792
1722330115.6521928,90.8,34051809280
1722330116.6528232,90.6,34056089600
1722330117.6535635,88.9,34050449408
1722330118.6542614,89.7,33994719232
1722330119.6553028,90.3,34096238592
1722330120.6559842,89.6,34131279872
1722330121.6568298,89.9,34051346432
1722330122.658257,90.0,34042699776
1722330123.6594656,90.3,34043654144
1722330124.6601791,91.0,34097033216
1722330125.660962,90.8,34076839936
1722330126.6616874,90.5,34065223680
1722330127.6624477,91.0,34093084672
1722330128.663123,91.0,34040688640
1722330129.664265,89.7,34043486208
1722330130.6649451,90.3,34018934784
