Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Unnamed: 21
8364,4530233,410685440,15732736,484069376,3438605,1290200,35417,0,0,0,0,0,0,6548,567.0,837.0,0.0,76.0,0.0,1.0,
8365,1188599,410685440,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8366,6074848,410689536,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8367,1245768,410927104,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8368,1357260,410927104,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8369,836264,410927104,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8370,1319673,410927104,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8371,2295849,410927104,15732736,484069376,1411746,0,32306,0,0,0,0,0,0,4035,567.0,837.0,0.0,76.0,0.0,1.0,
8372,5780539,410927104,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8373,1204402,410931200,15732736,484069376,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8374,1382617,410996736,15728640,484065280,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8375,811972,410996736,15728640,484065280,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8376,1228275,410996736,15728640,484065280,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8377,780980,410996736,15728640,484065280,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8378,3974539,410996736,15728640,484065280,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8379,2530444,410996736,15728640,484065280,992456,0,43074,0,0,0,0,0,0,3824,567.0,837.0,0.0,76.0,0.0,1.0,
8380,1468030,411000832,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8381,909322,411234304,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8382,1399026,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8383,820645,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8384,5452278,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8385,1213654,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8386,1388064,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8387,857687,411422720,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8388,2457649,411422720,15728640,500842496,1545489,0,32084,0,0,0,0,0,0,3640,567.0,837.0,0.0,76.0,0.0,1.0,
8389,969990,411426816,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8390,5607618,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8391,1116803,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8392,1422073,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8393,838427,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8394,1249923,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8395,866877,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8396,5214554,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8397,1986469,411635712,15728640,500842496,849822,0,33058,0,0,0,0,0,0,3950,567.0,837.0,0.0,76.0,0.0,1.0,
8398,1542218,411635712,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8399,1024927,411639808,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8400,1315370,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8401,755605,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8402,3571616,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8403,934570,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8404,1254294,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8405,826238,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8406,2334303,411865088,15728640,500842496,1389297,0,32678,0,0,0,0,0,0,3887,567.0,837.0,0.0,76.0,0.0,1.0,
8407,873058,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8408,4293930,411865088,15728640,500842496,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8409,2890656,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8410,1147392,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8411,1545471,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8412,907829,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8413,1305755,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8414,863501,412626944,15732736,517623808,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8415,5588837,412626944,15732736,517623808,4558958,0,39660,0,0,0,0,0,0,3780,567.0,837.0,0.0,76.0,0.0,1.0,
8416,2624639,412626944,15740928,517632000,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8417,1682679,412626944,15740928,517632000,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8418,1084674,412626944,15740928,517632000,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8419,1318963,412626944,15740928,517632000,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
8420,876876,412626944,15740928,517632000,0,0,0,0,0,0,0,0,0,0,567.0,837.0,0.0,76.0,0.0,1.0,
